Player,LR Predicted Score,RF Predicted Score,XGB Predicted Score,NN Predicted Score,Bayesian Predicted Score
Josh Gordon,8.14,6.76,8.96,7.44,8.15
Josh Hammond,-0.83,0.02,0.0,0.36,-0.84
Josh Harris,-0.83,0.03,0.05,0.36,-0.83
Josh Hill,3.24,1.42,0.67,2.83,3.23
Josh Huff,0.77,0.43,0.05,1.43,0.77
Josh Jacobs,33.07,37.45,57.14,37.45,33.07
Josh Johnson,-0.54,0.03,0.02,0.56,-0.51
Josh Malone,-0.33,0.05,0.01,0.59,-0.34
Josh McCown,5.38,3.05,0.78,7.35,5.58
Josh Morgan,5.38,2.88,0.76,5.47,5.39
Josh Norman,-0.1,0.04,-0.04,0.73,-0.1
Josh Oliver,1.36,0.89,0.94,1.73,1.36
Josh Palmer,4.19,2.14,0.29,4.54,4.19
Josh Parry,-0.34,0.03,-0.01,0.73,-0.34
Josh Pederson,-0.83,0.02,0.0,0.36,-0.84
Josh Reed,7.38,10.27,7.03,8.13,7.39
Josh Reynolds,6.91,3.51,-0.66,6.24,6.91
Josh Robinson,-0.74,0.03,0.05,0.39,-0.74
Josh Rosen,-1.89,0.03,-0.11,0.54,-1.81
Josh Scobey,-0.5,0.05,0.03,0.52,-0.5
Josh Vaughan,-0.37,0.06,0.15,0.44,-0.37
Josh Whitman,-0.83,0.02,0.0,0.36,-0.84
Josh Whyle,0.11,0.17,0.06,0.97,0.1
Josh Wilcox,-0.72,0.02,0.0,0.42,-0.73
Joshua Cephus,-0.83,0.02,0.0,0.36,-0.84
Joshua Dobbs,2.58,2.77,3.43,1.74,2.63
Joshua Kelley,3.18,1.61,3.58,1.65,3.18
Joshua Perkins,-0.21,0.04,-0.04,0.61,-0.21
Josiah Deguara,0.23,0.18,0.2,1.11,0.23
JuJu Smith-Schuster,12.12,9.6,7.1,10.44,12.12
Juaquin Iglesias,-0.83,0.02,0.0,0.36,-0.84
Jubilee Dunbar,-0.32,0.04,-0.03,0.61,-0.33
Julian Edelman,16.44,11.21,8.02,14.46,16.45
Julian Hill,-0.45,0.03,-0.01,0.63,-0.45
Julian Talley,-0.81,0.02,0.0,0.38,-0.81
Julio Jones,26.39,27.52,38.56,29.02,26.4
Julius Chestnut,-0.71,0.03,0.07,0.36,-0.71
Julius Dawkins,-0.4,0.03,-0.01,0.68,-0.4
Julius Jones,13.87,9.42,19.48,15.4,13.9
Julius Pruitt,-0.83,0.02,0.0,0.36,-0.84
Julius Thomas,8.1,8.02,11.9,8.25,8.08
June Henley,1.23,0.34,0.17,1.16,1.23
June Jones,-0.53,0.1,-0.38,0.2,-0.5
Junior Coffey,-0.51,0.04,0.04,0.29,-0.52
Junior Hemingway,-0.03,0.09,-0.04,0.81,-0.03
Junior Miller,1.3,0.83,0.6,2.06,1.29
Junior Tautalatasi,1.62,0.64,0.52,1.29,1.61
Juron Criner,-0.16,0.04,-0.04,0.8,-0.16
Justice Cunningham,-0.83,0.02,0.0,0.36,-0.84
Justice Hill,4.4,1.41,1.65,2.21,4.41
Justin Armour,1.79,1.96,0.84,2.22,1.78
Justin Blackmon,2.33,1.55,0.11,2.95,2.33
Justin Brown,-0.55,0.03,-0.01,0.54,-0.55
Justin Davis,-0.83,0.04,0.02,0.35,-0.83
Justin Fargas,6.42,3.12,2.88,6.35,6.44
Justin Fields,9.13,7.49,5.1,9.77,9.19
Justin Forsett,13.19,8.52,9.41,12.47,13.21
Justin Gage,6.41,3.44,0.96,6.27,6.42
Justin Green,-0.64,0.04,-0.0,0.47,-0.65
Justin Griffith,3.91,1.81,1.87,3.01,3.91
Justin Hamilton,-0.83,0.02,0.0,0.36,-0.84
Justin Hardee,-0.81,0.02,0.0,0.38,-0.81
Justin Hardy,2.17,0.63,-0.03,2.38,2.16
Justin Harper,-0.82,0.02,0.0,0.37,-0.83
Justin Herbert,11.33,22.73,16.01,9.52,11.28
Justin Hunter,3.2,0.88,0.35,3.02,3.19
Justin Jackson,3.31,1.34,0.81,1.87,3.31
Justin Jefferson,14.06,25.83,70.58,13.6,14.06
Justin Jenkins,-0.82,0.02,0.09,0.37,-0.83
Justin McCareins,7.64,5.79,4.18,7.62,7.65
Justin Peelle,3.2,0.9,-0.43,3.15,3.19
Justin Perillo,-0.47,0.03,-0.04,0.48,-0.48
Justin Shorter,-0.83,0.02,0.0,0.36,-0.84
Justin Skaggs,-0.83,0.02,0.0,0.36,-0.84
Justin Swift,-0.32,0.03,-0.04,0.61,-0.33
Justin Veltung,-0.83,0.02,0.0,0.36,-0.84
Justin Watson,4.53,1.45,-0.22,2.72,4.53
Justyn Ross,-0.67,0.03,-0.01,0.45,-0.67
Juwan Johnson,4.26,1.7,1.02,3.66,4.26
Juwan Thompson,1.31,0.04,-0.08,0.93,1.3
Juwann Winfree,-0.59,0.03,-0.01,0.51,-0.59
K.D. Dunn,-0.68,0.08,0.01,0.45,-0.69
K.J. Brent,-0.82,0.02,0.0,0.37,-0.83
K.J. Osborn,4.63,2.05,0.54,4.22,4.63
KJ Hamler,0.63,0.33,0.37,1.36,0.63
Ka'Deem Carey,0.56,0.05,0.03,0.58,0.55
KaRon Coleman,-0.12,0.04,0.06,0.52,-0.13
KaVontae Turpin,1.25,0.25,0.17,1.14,1.25
Kadarius Toney,1.56,0.78,0.48,1.92,1.56
Kaden Davis,-0.83,0.02,0.0,0.36,-0.84
Kaden Smith,0.41,0.18,0.05,1.18,0.41
Kaelin Clay,-0.56,0.07,0.04,0.51,-0.57
Kahale Warring,-0.74,0.02,0.0,0.41,-0.74
Kahlil Bell,-0.09,0.05,0.13,0.42,-0.09
Kahlil Hill,-0.83,0.02,0.0,0.36,-0.84
Kaipo McGuire,-0.83,0.02,0.0,0.36,-0.84
Kalen Ballage,3.61,0.8,0.22,2.07,3.61
Kalif Raymond,3.3,1.9,0.48,3.66,3.3
Kamar Aiken,3.76,1.6,1.88,4.21,3.76
Kameron Johnson,-0.82,0.03,0.21,0.37,-0.82
Kamil Loud,-0.68,0.08,0.01,0.45,-0.69
Kantroy Barber,-0.83,0.02,0.0,0.36,-0.84
Kapri Bibbs,1.56,0.2,0.47,1.03,1.56
Kareem Huggins,-0.8,0.03,0.21,0.37,-0.81
Kareem Hunt,28.29,26.08,31.33,30.75,28.28
Karim Abdul-Jabbar,17.38,13.65,24.76,16.04,17.37
Karl Bernard,0.64,0.06,-0.01,0.52,0.64
Karl Farmer,-0.58,0.03,-0.02,0.3,-0.58
Karl Hankton,-0.32,0.13,0.08,0.77,-0.32
Karl Powe,-0.53,0.03,-0.04,0.43,-0.53
Karl Sweetan,-0.68,0.02,-0.03,0.39,-0.69
Karl Williams,3.83,2.23,1.19,4.55,3.83
Karlos Williams,2.89,0.19,-0.02,1.19,2.88
Karsten Bailey,-0.42,0.03,-0.04,0.52,-0.42
Kaseem Sinceno,-0.05,0.17,0.06,0.93,-0.05
Kasen Williams,-0.56,0.04,-0.0,0.53,-0.56
Kassim Osgood,1.25,0.95,1.15,1.86,1.24
Kaulana Park,-0.82,0.03,0.21,0.37,-0.82
Kawaan Baker,-0.83,0.02,0.0,0.36,-0.84
Kay-Jay Harris,-0.82,0.06,0.28,0.37,-0.82
Kaylon Geiger,-0.83,0.02,0.0,0.36,-0.84
Kayshon Boutte,0.54,0.37,0.26,1.33,0.53
Ke'Shawn Vaughn,0.69,0.05,0.03,0.73,0.68
Kealoha Pilares,-0.66,0.04,0.02,0.34,-0.67
Keaontay Ingram,-0.22,0.03,0.08,0.49,-0.22
Kearis Jackson,-0.83,0.02,0.0,0.36,-0.84
Keary Colbert,3.75,2.1,0.3,4.32,3.75
Keaton Mitchell,0.38,0.04,0.01,0.58,0.38
Keavon Milton,-0.83,0.02,0.0,0.36,-0.84
KeeSean Johnson,0.17,0.25,0.2,1.18,0.17
Keelan Cole,5.54,2.53,2.69,5.54,5.54
Keelan Doss,-0.46,0.03,-0.01,0.61,-0.47
Keenan Allen,26.58,26.1,22.3,29.06,26.58
Keenan Burton,0.3,0.28,0.42,1.32,0.3
Keenan Howry,-0.74,0.02,0.0,0.41,-0.74
Keenan McCardell,25.76,25.78,14.89,27.98,25.77
Keenan Reynolds,-0.83,0.02,0.0,0.36,-0.84
Keilan Robinson,-0.83,0.02,0.0,0.36,-0.84
Keiland Williams,2.72,0.25,0.11,1.62,2.72
Keiron Bigby,-0.83,0.02,0.0,0.36,-0.84
Keith Baker,-0.81,0.02,0.0,0.38,-0.81
Keith Byars,27.33,15.84,6.82,20.63,27.25
Keith Cash,2.65,0.78,-0.45,2.93,2.65
Keith Crawford,-0.49,0.09,0.14,0.56,-0.5
Keith Denson,-0.61,0.03,-0.03,0.29,-0.61
Keith Elias,-0.39,0.06,-0.05,0.59,-0.39
Keith Ford,-0.74,0.03,0.03,0.37,-0.74
Keith Griffin,3.1,0.74,0.75,0.69,3.1
Keith Hartwig,-0.83,0.02,0.0,0.36,-0.84
Keith Heinrich,-0.47,0.03,-0.03,0.37,-0.48
Keith Henderson,2.68,0.2,-0.17,1.06,2.66
Keith Jackson,10.97,13.54,30.52,10.57,10.96
Keith Jennings,2.34,0.72,2.07,2.43,2.33
Keith Jones,0.84,0.21,0.16,0.7,0.84
Keith Joseph,-0.83,0.02,0.0,0.36,-0.84
Keith Kidd,-0.83,0.02,0.0,0.36,-0.84
Keith Kirkwood,0.1,0.58,1.45,0.82,0.09
Keith Krepfle,1.71,5.08,4.27,2.53,1.71
Keith Lester,-0.83,0.02,0.0,0.36,-0.84
Keith McDonald,-0.62,0.03,-0.01,0.49,-0.62
Keith McKeller,1.25,0.82,0.27,2.15,1.25
Keith Mumphery,-0.23,0.35,0.76,0.86,-0.23
Keith Neubert,-0.22,0.04,-0.04,0.59,-0.23
Keith Null,-0.87,0.03,-0.02,0.41,-0.87
Keith Ortego,-0.41,0.03,-0.04,0.53,-0.41
Keith Paskett,-0.67,0.03,-0.01,0.45,-0.67
Keith Poole,3.03,1.34,0.47,3.08,3.03
Keith Smith,-0.15,0.87,0.26,0.88,-0.16
Keith Tinsley,-0.82,0.02,0.0,0.37,-0.83
Keith Toston,-0.7,0.03,-0.05,0.36,-0.71
Keith Williams,-0.55,0.05,0.01,0.4,-0.55
Keith Woodside,5.55,0.99,-0.86,2.22,5.54
Keith Wright,0.24,0.11,0.03,0.34,0.23
Keith Zinger,-0.82,0.02,0.0,0.37,-0.83
Keke Coutee,1.71,0.88,0.81,2.04,1.7
Keli McGregor,-0.83,0.02,0.0,0.36,-0.84
Kellen Clemens,-1.26,0.16,-0.07,1.04,-1.13
Kellen Davis,2.21,1.19,0.97,1.88,2.2
Kellen Mond,-0.84,0.02,0.0,0.36,-0.85
Kellen Moore,-0.92,0.02,-0.03,0.43,-0.92
Kellen Winslow,21.13,19.33,21.34,19.76,21.16
Kelley Johnson,-0.71,0.02,-0.03,0.33,-0.71
Kelley Washington,3.17,1.34,0.23,3.11,3.17
Kelly Blackwell,-0.67,0.03,-0.01,0.45,-0.67
Kelly Campbell,1.62,1.25,2.67,1.78,1.61
Kelly Cook,-0.83,0.02,0.01,0.36,-0.84
Kelly Holcomb,1.44,0.35,0.74,1.64,1.41
Kelly Stouffer,-1.61,0.1,-0.11,0.16,-1.51
Kelvin Benjamin,7.05,4.67,3.86,6.44,7.05
Kelvin Bryant,5.42,2.11,2.66,2.42,5.42
Kelvin Edwards,0.76,0.21,0.08,0.9,0.76
Kelvin Harmon,-0.25,0.34,0.57,0.86,-0.25
Kelvin Kight,-0.79,0.04,0.01,0.38,-0.8
Kelvin Martin,8.4,6.92,3.76,8.37,8.41
Ken Anderson,19.25,30.84,35.46,26.07,19.38
Ken Bell,0.38,0.18,0.33,0.16,0.37
Ken Brown,5.0,1.64,0.85,1.28,5.0
Ken Burrough,6.9,7.85,14.93,6.69,6.9
Ken Burrow,1.72,6.23,17.45,2.52,1.72
Ken Callicutt,0.15,0.11,-0.37,0.26,0.14
Ken Clark,0.45,0.23,1.66,0.56,0.45
Ken Dilger,9.22,5.67,3.73,8.09,9.2
Ken Dorsey,-1.85,0.03,0.02,0.48,-1.78
Ken Dunek,-0.83,0.02,0.0,0.36,-0.84
Ken Grandberry,1.56,0.11,-0.06,0.47,1.55
Ken Jenkins,0.85,0.1,0.02,0.29,0.84
Ken Johnson,-0.21,0.06,-0.01,0.31,-0.21
Ken Karcher,-0.08,0.03,-0.05,0.39,-0.1
Ken Knapczyk,-0.78,0.02,0.0,0.39,-0.78
Ken Lacy,0.89,0.09,-0.02,0.42,0.88
Ken MacAfee,-0.2,0.32,0.31,0.89,-0.21
Ken Margerum,0.8,0.4,0.46,1.62,0.8
Ken Moore,-0.83,0.02,0.0,0.36,-0.84
Ken O'Brien,3.94,13.23,9.69,13.41,4.33
Ken O'Neal,-0.79,0.02,0.0,0.38,-0.8
Ken Oxendine,0.23,0.05,0.17,0.52,0.23
Ken Payne,0.99,0.87,1.32,1.97,0.99
Ken Sager,-0.83,0.02,0.0,0.36,-0.84
Ken Simonton,-0.83,0.02,0.01,0.36,-0.84
Ken Smith,-0.83,0.02,0.0,0.36,-0.84
Ken Stabler,19.91,15.51,19.19,17.58,19.63
Ken Starch,-0.83,0.02,0.0,0.36,-0.84
Ken Talton,-0.83,0.02,0.0,0.36,-0.84
Ken Thomas,-0.2,0.05,0.01,0.55,-0.21
Ken Thompson,-0.79,0.02,0.0,0.38,-0.8
Ken Toler,-0.74,0.02,0.01,0.41,-0.74
Ken Whisenhunt,0.27,0.25,-0.1,1.13,0.26
Ken Willard,10.54,7.49,11.47,6.78,10.53
Ken Zachary,-0.72,0.03,-0.02,0.32,-0.73
Ken-Yon Rambo,-0.3,0.03,-0.01,0.78,-0.3
Kenbrell Thompkins,1.68,2.64,1.96,2.5,1.68
Kendal Smith,-0.49,0.03,-0.04,0.47,-0.49
Kendall Blanton,-0.71,0.02,0.0,0.43,-0.72
Kendall Gaskins,-0.68,0.03,0.05,0.42,-0.69
Kendall Hinton,0.03,0.25,-0.38,1.02,0.03
Kendall Hunter,3.31,1.98,4.23,1.47,3.31
Kendall Milton,-0.83,0.02,0.0,0.36,-0.84
Kendall Newson,-0.75,0.02,0.0,0.4,-0.76
Kendall Wright,8.63,7.52,12.18,8.24,8.64
Kendell Watkins,-0.81,0.02,0.0,0.38,-0.81
Kendre Miller,0.43,0.04,0.01,0.69,0.43
Kendric Pryor,-0.82,0.02,0.0,0.37,-0.83
Kendrick Bourne,7.88,4.99,3.19,6.65,7.87
Kendrick Mosley,-0.83,0.02,0.0,0.36,-0.84
Kendrick Starling,-0.83,0.02,0.0,0.36,-0.84
Kendricke Bullard,-0.83,0.02,0.0,0.36,-0.84
Kene Nwangwu,-0.71,0.03,0.03,0.38,-0.71
Kenjon Barner,1.26,0.41,0.49,1.12,1.25
Kennard Backman,-0.83,0.02,0.0,0.36,-0.84
Kenneth Darby,1.16,0.26,0.27,1.17,1.16
Kenneth Davis,15.3,14.91,7.71,13.68,15.29
Kenneth Dixon,1.99,0.25,0.05,1.2,1.99
Kenneth Farrow,-0.54,0.06,0.06,0.43,-0.54
Kenneth Gainwell,6.93,1.46,0.17,3.46,6.93
Kenneth Walker III,12.73,15.67,24.58,10.44,12.73
Kenny Britt,11.18,7.42,6.18,9.98,11.18
Kenny Bynum,0.44,0.06,0.03,0.61,0.44
Kenny Clark,-0.83,0.02,0.0,0.36,-0.84
Kenny Duckett,-0.15,0.27,0.05,0.7,-0.15
Kenny Flowers,-0.15,0.03,-0.05,0.43,-0.15
Kenny Gamble,-0.23,0.04,-0.08,0.41,-0.23
Kenny Golladay,7.28,4.74,5.49,6.41,7.28
Kenny Harrison,0.2,0.13,-0.29,0.8,0.19
Kenny Jackson,1.03,1.43,1.69,2.11,1.03
Kenny King,6.95,2.84,1.81,3.26,6.94
Kenny Lewis,-0.69,0.03,0.11,0.41,-0.7
Kenny McIntosh,-0.71,0.03,0.02,0.33,-0.72
Kenny McKinley,-0.83,0.02,0.0,0.36,-0.84
Kenny Moore,-0.68,0.08,0.01,0.45,-0.69
Kenny Nash,-0.81,0.02,0.0,0.38,-0.81
Kenny Pickett,-1.79,0.21,-0.29,1.21,-1.58
Kenny Shedd,-0.21,0.03,-0.04,0.74,-0.22
Kenny Stills,11.24,8.79,2.06,10.92,11.22
Kenny Watson,6.58,1.33,0.48,3.63,6.58
Kenny Yeboah,-0.52,0.03,-0.04,0.44,-0.52
Kent Austin,-0.83,0.02,0.0,0.36,-0.84
Kent Gaydos,-0.83,0.02,0.0,0.36,-0.84
Kent Graham,0.39,1.11,0.64,2.02,0.53
Kent Kramer,-0.47,0.03,-0.04,0.48,-0.48
Kent Lawrence,-0.83,0.02,0.0,0.36,-0.84
Kent Nix,0.78,0.09,-0.49,0.35,0.74
Kenton Keith,1.13,0.05,-0.08,0.78,1.13
Kenyan Drake,20.31,11.57,11.81,18.07,20.31
Kenyon Cotton,-0.39,0.03,0.28,0.44,-0.39
Kenyon Rasheed,-0.14,0.04,0.03,0.57,-0.14
Keon Coleman,0.41,0.22,0.14,1.03,0.4
Keon Hatcher,-0.81,0.02,0.0,0.38,-0.81
Kermit Johnson,-0.1,0.04,-0.04,0.32,-0.11
Kerrith Whyte Jr,-0.77,0.03,-0.05,0.32,-0.78
Kerry Carter,-0.83,0.03,0.84,0.36,-0.83
Kerry Cash,3.34,1.02,0.86,3.72,3.34
Kerry Collins,-1.42,8.69,3.38,9.39,-0.7
Kerry Goode,-0.65,0.03,0.02,0.33,-0.65
Kerry Locklin,-0.83,0.02,0.0,0.36,-0.84
Kerry Meier,-0.82,0.02,0.0,0.37,-0.83
Kerry Porter,-0.76,0.03,0.12,0.37,-0.76
Kerry Reed,-0.83,0.02,0.0,0.36,-0.84
Kerry Taylor,-0.25,0.03,-0.04,0.69,-0.26
Kerryon Johnson,4.63,2.52,5.43,1.97,4.62
Kerwin Bell,-0.67,0.02,-0.18,0.39,-0.68
Kerwynn Williams,1.66,0.2,0.34,0.89,1.66
Keshawn Martin,1.36,1.04,0.76,1.93,1.36
Kevan Barlow,16.96,9.9,6.08,16.29,16.96
Kevin Alexander,0.09,0.18,0.06,1.09,0.09
Kevin Austin,-0.53,0.14,0.27,0.55,-0.53
Kevin Bell,-0.83,0.02,0.0,0.36,-0.84
Kevin Boss,5.12,2.71,4.23,4.29,5.11
Kevin Bouie,-0.83,0.04,0.05,0.35,-0.83
Kevin Bowman,-0.64,0.02,-0.03,0.36,-0.64
Kevin Brock,-0.72,0.02,0.0,0.42,-0.73
Kevin Cone,-0.81,0.02,0.0,0.38,-0.81
Kevin Curtis,7.7,6.29,3.35,6.67,7.7
Kevin Dorsey,-0.81,0.02,0.0,0.38,-0.81
Kevin Dudley,-0.83,0.02,0.0,0.36,-0.84
Kevin Dyson,5.96,3.23,2.1,5.47,5.95
Kevin Elliott,-0.41,0.03,-0.01,0.66,-0.41
Kevin Everett,-0.81,0.02,0.0,0.38,-0.81
Kevin Faulk,17.2,8.58,1.29,12.2,17.22
Kevin Ferguson,-0.83,0.02,0.0,0.36,-0.84
Kevin Fitzgerald,-0.83,0.02,0.0,0.36,-0.84
Kevin Harmon,-0.82,0.03,0.05,0.35,-0.83
Kevin Harris,0.14,0.03,0.07,0.55,0.13
Kevin Hickman,-0.83,0.02,0.0,0.36,-0.84
Kevin Hogan,-0.16,0.03,0.04,0.49,-0.17
Kevin House,3.75,9.01,11.34,4.83,3.75
Kevin Ingram,-0.32,0.04,0.3,0.31,-0.34
Kevin Johnson,11.43,7.9,7.18,10.39,11.43
Kevin Jones,14.03,9.48,4.07,12.26,14.03
Kevin Jordan,-0.83,0.02,0.0,0.36,-0.84
Kevin Juma,-0.74,0.02,0.0,0.41,-0.74
Kevin Kasper,0.15,0.65,0.19,0.84,0.15
Kevin Knox,-0.83,0.02,0.0,0.36,-0.84
Kevin Kolb,-0.09,0.33,0.08,1.32,-0.02
Kevin Lee,-0.45,0.04,-0.0,0.62,-0.45
Kevin Lockett,3.83,1.4,-0.66,3.89,3.8
Kevin Long,13.6,10.22,8.86,9.57,13.58
Kevin Mack,27.58,26.62,18.77,30.01,27.55
Kevin McDougal,-0.79,0.03,0.02,0.36,-0.79
Kevin McKenzie,-0.79,0.02,0.0,0.38,-0.8
Kevin McLeod,-0.68,0.02,-0.03,0.34,-0.69
Kevin Miller,-0.37,0.06,-0.03,0.26,-0.37
Kevin Norwood,-0.68,0.08,0.01,0.45,-0.69
Kevin O'Connell,-0.87,0.02,-0.12,0.36,-0.88
Kevin Ogletree,1.9,1.32,1.24,2.46,1.9
Kevin Rader,-0.74,0.02,0.0,0.41,-0.74
Kevin Robinson,-0.83,0.02,0.0,0.36,-0.84
Kevin Scott,-0.71,0.02,0.07,0.43,-0.72
Kevin Smith,10.61,10.71,5.1,7.58,10.61
Kevin Swayne,0.08,0.18,0.06,1.07,0.07
Kevin Sweeney,0.58,0.04,0.04,0.38,0.53
Kevin Thompson,-0.85,0.02,0.0,0.36,-0.85
Kevin Turner,5.62,3.44,1.24,4.97,5.63
Kevin Walter,9.48,8.18,15.69,8.36,9.48
Kevin Ware,-0.72,0.02,0.0,0.42,-0.73
Kevin White,-0.03,0.46,0.43,1.07,-0.04
Kevin Willhite,-0.43,0.04,0.03,0.23,-0.43
Kevin Williams,4.13,4.22,-0.65,4.47,4.13
Kevin Youngblood,-0.83,0.02,0.0,0.36,-0.84
Keylon Kincade,-0.83,0.06,0.28,0.36,-0.84
Keyshawn Johnson,26.97,23.51,16.92,28.68,26.98
Keyvan Jenkins,-0.58,0.03,-0.05,0.34,-0.58
Kez McCorvey,-0.81,0.02,0.0,0.38,-0.81
KhaDarel Hodge,0.93,0.96,1.29,1.92,0.93
Khalil Herbert,5.08,1.55,1.81,2.87,5.08
Khalil Shakir,2.23,1.74,2.05,2.71,2.23
Khari Blasingame,-0.56,0.09,0.14,0.51,-0.57
Khari Lee,-0.77,0.02,0.0,0.4,-0.77
Khiry Robinson,3.44,0.41,-0.09,1.56,3.44
Ki-Jana Carter,10.01,3.65,4.97,5.87,10.0
Kiero Small,-0.83,0.02,0.0,0.36,-0.84
Kim Jones,-0.64,0.03,-0.05,0.32,-0.64
Kim McQuilken,-0.45,0.49,1.63,0.18,-0.42
Kimani Vidal,-0.54,0.04,-0.15,0.33,-0.54
Kimble Anders,12.11,7.71,3.28,6.93,12.13
Kirby Dar Dar,-0.83,0.02,0.0,0.36,-0.84
Kirk Botkin,-0.68,0.08,0.01,0.45,-0.69
Kirk Cousins,22.54,15.11,10.73,18.73,22.34
Kirk Jones,-0.83,0.02,0.0,0.36,-0.84
Kirk McMullen,-0.75,0.02,0.0,0.4,-0.76
Kirk Merritt,-0.79,0.02,0.0,0.38,-0.8
Kirk Phillips,-0.82,0.02,0.0,0.37,-0.83
Kitrick Taylor,0.16,0.08,-0.06,0.75,0.15
Kliff Kingsbury,-0.86,0.02,-0.19,0.36,-0.87
Knile Davis,5.16,0.76,0.92,2.18,5.15
Knowshon Moreno,16.37,13.13,21.12,14.31,16.37
Ko Kieft,-0.4,0.04,-0.04,0.42,-0.41
Kolby Smith,1.29,5.86,6.93,1.08,1.29
Konrad Reuland,-0.57,0.03,-0.01,0.52,-0.58
Kordell Stewart,17.49,18.21,12.33,21.03,17.71
Koren Robinson,9.03,8.77,10.96,8.59,9.04
Korey Hall,-0.36,0.03,-0.04,0.57,-0.37
Kori Dickerson,-0.83,0.02,0.0,0.36,-0.84
Kory Chapman,-0.83,0.02,0.0,0.36,-0.84
Kory Sheets,-0.83,0.02,0.01,0.36,-0.84
Kory Sperry,-0.5,0.03,-0.04,0.45,-0.51
Koy Detmer,-0.6,0.05,0.13,0.68,-0.57
Kregg Lumpkin,0.04,0.56,0.69,0.99,0.04
Kris Adams,-0.72,0.02,0.0,0.42,-0.73
Kris Durham,1.17,0.78,0.68,2.05,1.17
Kris Haines,-0.78,0.02,0.0,0.39,-0.78
Kris Mangum,3.65,1.21,1.88,4.08,3.65
Kris Wilson,0.91,0.43,1.68,1.46,0.9
Krishawn Hogan,-0.82,0.02,0.0,0.37,-0.83
Kristian Wilkerson,-0.34,0.09,-0.01,0.36,-0.35
Kurt Benkert,-0.84,0.02,0.0,0.36,-0.84
Kurt Haws,-0.83,0.02,0.0,0.36,-0.84
Kurt Kittner,-0.88,0.03,0.81,0.39,-0.88
Kurt Sohn,1.16,0.3,-0.13,1.36,1.15
Kurt Warner,9.04,13.29,21.72,7.75,9.01
Kwame Cavil,-0.72,0.02,0.0,0.42,-0.73
Kwamie Lassiter II,-0.82,0.02,0.0,0.37,-0.83
Kwante Hampton,-0.83,0.02,0.0,0.36,-0.84
Kyle Adams,-0.72,0.02,0.0,0.42,-0.73
Kyle Allen,0.92,1.56,0.96,1.56,0.97
Kyle Boller,-0.09,0.84,0.47,1.87,0.03
Kyle Brady,9.68,7.24,9.66,8.68,9.68
Kyle Carter,-0.83,0.02,0.0,0.36,-0.84
Kyle Eckel,0.17,0.03,0.02,0.54,0.17
Kyle Johnson,1.29,0.25,0.0,0.99,1.28
Kyle Juszczyk,9.16,2.75,0.45,6.0,9.16
Kyle Lauletta,-0.84,0.02,0.0,0.36,-0.84
Kyle Mackey,0.25,0.07,-0.01,0.41,0.26
Kyle Miller,-0.83,0.02,0.0,0.36,-0.84
Kyle Orton,1.41,2.48,1.24,4.1,1.6
Kyle Philips,-0.35,0.03,-0.01,0.72,-0.36
Kyle Pitts,4.88,4.46,3.91,5.35,4.88
Kyle Rudolph,14.6,24.83,7.65,16.43,14.59
Kyle Trask,-0.88,0.02,-0.29,0.36,-0.88
Kyle Williams,0.76,0.45,0.29,1.36,0.76
Kylen Granson,1.15,1.89,2.02,2.3,1.15
Kyler Murray,16.15,25.91,18.58,19.58,16.27
Kylin Hill,-0.8,0.06,0.15,0.36,-0.8
Kyren Williams,13.64,24.91,48.36,11.09,13.63
Kyric McGowan,-0.83,0.02,0.0,0.36,-0.84
L.J. Smith,6.6,3.37,3.6,6.21,6.6
La'Mical Perine,0.46,0.04,0.01,0.7,0.45
LaBrandon Toefield,3.46,0.3,-0.16,1.74,3.46
LaDainian Tomlinson,84.42,85.83,84.07,96.16,84.32
LaMichael James,-0.64,0.03,0.07,0.36,-0.64
LaMont Jordan,16.37,9.38,9.86,15.2,16.38
LaQuan Williams,-0.67,0.03,-0.01,0.45,-0.67
LaRod Stephens-Howling,3.23,0.41,-0.16,1.82,3.23
LaRon Byrd,-0.81,0.02,0.0,0.38,-0.81
LaRue Harrington,-0.84,0.02,0.09,0.37,-0.84
LaShaun Ward,-0.83,0.02,0.0,0.36,-0.84
LaTarence Dunbar,-0.83,0.02,0.0,0.36,-0.84
LaVell Boyd,-0.83,0.02,0.0,0.36,-0.84
LaVon Brazill,0.21,0.16,-0.03,0.95,0.2
Ladarius Green,2.22,1.21,0.25,2.57,2.22
Ladd McConkey,1.5,1.9,10.46,1.88,1.5
Ladell Betts,11.08,4.83,3.17,9.46,11.1
Lake Dawson,2.91,1.37,0.76,3.07,2.9
Lakei Heimuli,-0.6,0.04,-0.04,0.3,-0.61
Lam Jones,1.75,1.07,1.24,2.29,1.75
Lamaar Thomas,-0.79,0.02,0.0,0.38,-0.8
Lamar Gordon,2.22,0.41,0.48,1.51,2.22
Lamar Jackson,32.14,35.11,24.45,32.42,31.63
Lamar Miller,20.27,25.63,23.62,23.08,20.29
Lamar Smith,21.86,15.81,10.59,22.53,21.84
Lamar Thomas,3.01,1.3,1.33,3.2,3.01
Lamont Hall,-0.29,0.04,-0.04,0.52,-0.3
Lamont Warren,6.74,1.37,-1.58,3.84,6.74
Lance Alworth,0.32,2.08,6.46,1.49,0.32
Lance Ball,1.29,0.24,0.04,0.9,1.29
Lance Dunbar,1.48,0.68,0.06,1.58,1.49
Lance Kendricks,6.77,4.46,1.52,6.27,6.76
