Player,LR Predicted Score,RF Predicted Score,XGB Predicted Score,NN Predicted Score,Bayesian Predicted Score
Ron Springs,18.19,10.82,6.76,12.87,18.16
Ron Wetzel,-0.83,0.02,0.0,0.36,-0.84
Ron Wheeler,-0.68,0.02,-0.03,0.34,-0.69
Ron Wolfley,0.92,0.07,0.0,0.73,0.92
Ronald Bellamy,-0.81,0.02,0.0,0.38,-0.81
Ronald Curry,4.99,2.27,3.1,5.05,4.99
Ronald Humphrey,-0.73,0.03,0.03,0.36,-0.74
Ronald Jones II,10.01,5.77,5.28,7.69,10.01
Ronald Moore,6.82,3.53,3.52,5.01,6.82
Ronald Scott,0.71,0.03,0.09,0.6,0.71
Rondale Moore,2.55,2.6,1.28,2.87,2.55
Rondell Mealey,-0.21,0.12,0.02,0.52,-0.22
Ronney Jenkins,-0.79,0.02,0.01,0.38,-0.8
Ronnie Anderson,-0.79,0.02,0.0,0.38,-0.8
Ronnie Bell,-0.23,0.04,-0.04,0.45,-0.24
Ronnie Brown,23.12,16.2,2.57,24.86,23.11
Ronnie Bull,-0.37,0.04,-0.16,0.23,-0.38
Ronnie Coleman,13.13,6.85,3.59,9.71,13.11
Ronnie Cruz,-0.75,0.04,0.05,0.4,-0.75
Ronnie Ghent,-0.82,0.02,0.0,0.37,-0.83
Ronnie Haliburton,-0.83,0.02,0.0,0.36,-0.84
Ronnie Harmon,16.94,6.79,3.46,9.67,16.96
Ronnie Harris,-0.42,0.03,-0.01,0.65,-0.43
Ronnie Hillman,6.87,2.46,2.64,4.34,6.88
Ronnie Lee,-0.49,0.03,-0.01,0.59,-0.5
Ronnie Powell,-0.83,0.11,0.08,0.38,-0.83
Ronnie Rivers,-0.52,0.06,0.01,0.41,-0.52
Ronnie West,-0.83,0.02,0.0,0.36,-0.84
Ronnie Williams,-0.56,0.03,-0.04,0.41,-0.56
Ronnie Wingo,-0.82,0.02,0.01,0.37,-0.82
Roosevelt Leaks,15.42,9.97,2.28,11.67,15.4
Roosevelt Nix,-0.04,0.04,-0.03,0.56,-0.05
Roosevelt Potts,2.72,3.27,0.29,1.83,2.73
Roschon Johnson,3.73,1.36,4.07,2.0,3.73
Roscoe Parrish,3.6,2.33,1.29,3.75,3.6
Ross Dwelley,0.57,0.19,0.07,1.09,0.57
Ross Montgomery,-0.55,0.06,0.01,0.4,-0.56
Roy Banks,-0.83,0.02,0.0,0.36,-0.84
Roy Green,7.81,15.65,25.42,8.34,7.83
Roy Hall,-0.78,0.02,0.0,0.39,-0.78
Roy Helu,5.53,1.46,0.91,2.98,5.53
Roy Hopkins,0.77,0.04,0.07,0.79,0.76
Roy Jefferson,3.22,5.85,11.97,4.06,3.22
Roy Shivers,1.15,0.05,0.01,0.64,1.14
Roy Williams,14.07,13.15,10.15,14.65,14.07
Royce Freeman,5.9,1.78,2.68,3.4,5.91
Roydell Williams,2.19,1.7,-0.09,2.84,2.19
Rudi Johnson,25.5,27.99,28.93,28.53,25.5
Rudy Carpenter,-0.83,0.02,0.0,0.36,-0.84
Rudy Harris,-0.69,0.06,0.15,0.43,-0.69
Rudy Sylvan,-0.83,0.02,0.0,0.36,-0.84
Rueben Mayes,13.12,9.69,7.75,11.44,13.12
Rueben Randle,5.93,2.66,1.95,5.21,5.93
Rufus Crawford,-0.2,0.1,-0.47,0.26,-0.21
Rupert Grant,-0.81,0.02,0.0,0.38,-0.81
Russ Campbell,-0.82,0.02,0.0,0.37,-0.83
Russ Francis,5.64,10.11,10.36,6.28,5.65
Russ Mikeska,-0.75,0.02,0.0,0.4,-0.76
Russ Smith,0.74,0.03,0.03,0.64,0.73
Russell Copeland,2.33,4.65,2.36,3.53,2.33
Russell Davis,0.64,0.05,0.01,0.35,0.64
Russell Evans,-0.83,0.02,0.0,0.36,-0.84
Russell Gage,5.9,4.2,0.36,5.7,5.89
Russell Hairston,-0.69,0.02,-0.03,0.33,-0.7
Russell Hansbrough,-0.83,0.02,0.0,0.36,-0.84
Russell Payne,-0.82,0.02,0.0,0.37,-0.83
Russell Shepard,1.45,0.94,0.95,1.93,1.45
Russell White,-0.82,0.03,0.28,0.37,-0.82
Russell Wilson,42.64,31.56,31.19,41.67,41.89
Rusty Hilger,-0.16,0.17,-0.33,0.58,-0.1
Rusty Lisch,-0.69,0.11,0.38,0.11,-0.66
Rusty Smith,-1.21,0.02,-0.01,0.35,-1.19
Ruvell Martin,1.89,0.64,0.58,2.33,1.88
Ryan Benjamin,-0.82,0.02,0.01,0.37,-0.82
Ryan Broyles,0.09,0.17,0.06,0.95,0.09
Ryan Christopherson,-0.37,0.03,0.05,0.45,-0.38
Ryan Collins,-0.71,0.02,0.0,0.43,-0.72
Ryan Finley,-0.49,0.03,-0.19,0.46,-0.48
Ryan Fitzpatrick,18.06,16.84,0.47,19.74,18.06
Ryan Flournoy,-0.64,0.03,-0.01,0.47,-0.65
Ryan Grant,18.12,12.87,12.1,16.27,18.13
Ryan Griffin,4.05,2.42,-0.13,4.57,4.05
Ryan Hannam,-0.14,0.04,-0.04,0.69,-0.14
Ryan Hewitt,-0.25,0.03,-0.04,0.69,-0.26
Ryan Izzo,-0.32,0.03,-0.04,0.61,-0.33
Ryan Krause,-0.61,0.02,-0.03,0.38,-0.62
Ryan Leaf,-2.6,0.61,-0.07,0.58,-2.48
Ryan Lindley,-2.16,0.03,-0.02,0.37,-2.09
Ryan Mahaffey,-0.82,0.02,0.0,0.37,-0.83
Ryan Malleck,-0.82,0.02,0.0,0.37,-0.83
Ryan Mallett,-0.73,0.02,0.05,0.65,-0.69
Ryan Mathews,21.05,14.91,12.49,23.03,21.06
Ryan Miller,-0.33,0.04,-0.04,0.48,-0.34
Ryan Moats,3.52,0.36,0.26,1.46,3.51
Ryan Nall,-0.58,0.04,0.18,0.39,-0.58
Ryan Nassib,-0.75,0.02,0.06,0.38,-0.76
Ryan Neufeld,-0.36,0.05,0.01,0.56,-0.36
Ryan O'Malley,-0.83,0.02,0.0,0.36,-0.84
Ryan Prince,-0.82,0.02,0.0,0.37,-0.83
Ryan Purvis,-0.75,0.02,0.0,0.4,-0.76
Ryan Spadola,-0.82,0.02,0.0,0.37,-0.83
Ryan Switzer,0.14,0.31,0.34,1.11,0.14
Ryan Tannehill,18.81,17.81,7.25,21.04,18.89
Ryan Taylor,-0.57,0.07,-0.0,0.4,-0.58
Ryan Terry,-0.82,0.02,0.0,0.37,-0.83
Ryan Thelwell,-0.21,0.03,-0.04,0.74,-0.22
Ryan Torain,2.94,0.33,0.41,1.22,2.93
Ryan Wetnight,4.01,1.67,0.24,4.49,4.01
Ryan Whalen,-0.6,0.03,-0.01,0.5,-0.61
Ryan Williams,-0.63,0.03,0.02,0.38,-0.64
Ryan Yarborough,0.58,0.22,0.26,1.37,0.57
Ryne Robinson,-0.72,0.02,0.0,0.42,-0.73
Ryquell Armstead,-0.15,0.05,0.08,0.49,-0.15
SaRodorick Thompson,-0.83,0.02,0.0,0.36,-0.84
Saeed Blacknall,-0.83,0.02,0.0,0.36,-0.84
Sage Rosenfels,1.68,3.06,0.48,1.36,1.62
Salvon Ahmed,2.51,0.26,-0.14,1.49,2.51
Sam Adkins,-0.49,0.03,0.01,0.34,-0.5
Sam Aiken,0.68,0.38,0.45,1.63,0.68
Sam Bowers,-0.82,0.02,0.0,0.37,-0.83
Sam Bradford,-1.13,2.47,1.74,3.58,-0.84
Sam Cunningham,28.8,32.23,19.71,32.3,28.77
Sam Darnold,7.89,4.43,3.42,7.53,7.97
Sam Ehlinger,-0.85,0.03,0.01,0.38,-0.84
Sam Gash,4.87,2.19,0.49,3.6,4.87
Sam Giguere,-0.81,0.02,0.0,0.38,-0.81
Sam Graddy,-0.21,0.04,-0.04,0.61,-0.21
Sam Harrell,-0.53,0.04,0.02,0.32,-0.54
Sam Havrilak,0.7,0.51,0.12,1.1,0.71
Sam Howell,1.7,1.01,-0.25,1.69,1.75
Sam Hurd,0.74,0.66,0.33,1.7,0.74
Sam Johnson,-0.61,0.03,-0.03,0.29,-0.61
Sam LaPorta,3.89,6.35,37.69,3.34,3.88
Sam McCullum,3.73,1.78,1.27,4.44,3.73
Sam Scarber,1.1,0.09,-0.02,0.57,1.09
Sam Simmons,-0.81,0.02,0.0,0.38,-0.81
Sam Wyche,0.64,0.04,-0.28,0.46,0.63
Samaje Perine,7.62,1.47,-0.89,3.94,7.63
Samie Parker,2.44,1.5,1.86,2.95,2.44
Samkon Gado,5.25,0.96,0.99,2.17,5.24
Sammie Coates,0.28,0.25,0.25,1.15,0.27
Sammie Smith,8.92,2.99,3.38,4.57,8.9
Sammie Stroughter,0.75,1.16,1.13,1.84,0.75
Sammis Reyes,-0.83,0.02,0.0,0.36,-0.84
Sammy Garza,-0.27,0.05,0.1,0.41,-0.27
Sammy Johnson,4.55,0.56,0.34,1.71,4.54
Sammy Martin,-0.24,0.06,-0.09,0.54,-0.25
Sammy Morris,15.16,9.18,2.3,13.17,15.17
Sammy Watkins,11.61,8.03,9.09,10.6,11.61
Sammy White,5.63,13.1,23.56,6.22,5.63
Sammy Winder,24.44,21.06,25.8,27.36,24.43
Samori Toure,-0.34,0.03,-0.04,0.6,-0.34
Sandy Osiecki,-0.94,0.02,-0.01,0.36,-0.94
Sanjay Beach,0.18,0.16,-0.03,0.92,0.17
Santana Moss,24.21,22.85,16.27,27.15,24.22
Santonio Holmes,13.38,10.02,7.58,12.29,13.39
Saquon Barkley,30.86,49.48,62.06,36.45,30.87
Scoop Gillespie,-0.7,0.04,0.02,0.32,-0.71
Scott Ankrom,-0.72,0.02,-0.03,0.32,-0.73
Scott Bolton,-0.81,0.02,0.0,0.38,-0.81
Scott Brunner,0.56,1.03,0.7,2.17,0.71
Scott Bull,0.99,0.14,0.17,0.29,1.02
Scott Caldwell,-0.76,0.03,0.11,0.37,-0.76
Scott Campbell,1.87,0.21,0.01,0.73,1.85
Scott Chandler,5.9,2.58,1.88,5.12,5.89
Scott Covington,-0.88,0.02,-0.29,0.36,-0.89
Scott Dierking,11.23,9.06,8.15,8.56,11.22
Scott Dragos,-0.75,0.02,0.0,0.4,-0.76
Scott Eccles,-0.83,0.02,0.0,0.36,-0.84
Scott Fitzkee,-0.6,0.06,0.04,0.5,-0.6
Scott Galbraith,0.88,0.43,0.23,1.31,0.87
Scott Greene,0.73,0.24,-0.06,1.05,0.73
Scott Holman,-0.47,0.03,-0.04,0.48,-0.48
Scott Hunter,5.99,2.78,0.24,2.94,6.06
Scott Laidlaw,6.15,0.76,1.26,1.84,6.14
Scott Lockwood,-0.76,0.03,0.02,0.31,-0.76
Scott Milanovich,-0.85,0.02,0.0,0.36,-0.85
Scott Miller,3.41,2.06,0.74,2.96,3.4
Scott Mitchell,6.61,4.57,10.39,5.77,6.67
Scott Piper,-0.83,0.02,0.0,0.36,-0.84
Scott Schwedes,0.68,0.13,-0.27,0.5,0.67
Scott Secules,-1.28,0.03,0.05,0.46,-1.23
Scott Simonson,-0.49,0.03,-0.04,0.47,-0.49
Scott Slutzker,-0.36,0.03,-0.04,0.57,-0.37
Scott Stankavage,-0.94,0.02,-0.01,0.36,-0.94
Scott Stauch,-0.71,0.03,-0.02,0.32,-0.71
Scott Tinsley,-0.64,0.04,-0.07,0.29,-0.64
Scott Tolzien,-1.5,0.03,0.09,0.43,-1.44
Scott Williams,0.65,0.03,0.03,0.76,0.64
Scott Woolf,-0.83,0.02,0.0,0.36,-0.84
Scott Zolak,-0.59,0.03,0.01,0.5,-0.59
Scottie Graham,3.14,1.52,0.08,1.32,3.14
Scottie Montgomery,-0.31,0.08,0.13,0.59,-0.31
Scottie Phillips,-0.77,0.04,0.02,0.38,-0.78
Scottie Vines,0.27,0.54,0.38,1.42,0.27
Scotty Anderson,1.28,0.78,0.6,2.05,1.28
Scotty Washington,-0.83,0.02,0.0,0.36,-0.84
Sean Bennett,-0.15,0.04,-0.05,0.54,-0.15
Sean Berton,-0.67,0.03,-0.01,0.45,-0.67
Sean Brewer,-0.83,0.02,0.0,0.36,-0.84
Sean Clifford,-0.89,0.02,-0.01,0.36,-0.9
Sean Culkin,-0.79,0.02,0.0,0.38,-0.8
Sean Dawkins,13.24,7.31,3.19,12.54,13.25
Sean LaChapelle,0.15,0.17,0.06,1.02,0.14
Sean Mannion,-1.46,0.02,0.06,0.36,-1.43
Sean Manuel,-0.77,0.02,0.0,0.4,-0.77
Sean McDermott,-0.83,0.02,0.0,0.36,-0.84
Sean McGrath,0.02,0.17,0.06,0.87,0.02
Sean McHugh,-0.3,0.03,-0.01,0.78,-0.3
Sean McKeon,-0.57,0.07,-0.0,0.4,-0.58
Sean Morey,-0.49,0.06,0.83,0.58,-0.49
Sean Payton,-0.84,0.05,0.15,0.3,-0.84
Sean Renfree,-0.85,0.02,-0.12,0.36,-0.86
Sean Ryan,0.02,0.17,0.06,0.87,0.02
Sean Salisbury,-1.34,0.56,-0.01,0.76,-1.27
Sean Tucker,0.49,0.04,0.03,0.58,0.48
Seantavius Jones,-0.82,0.02,0.0,0.37,-0.83
Sebron Spivey,-0.81,0.02,0.0,0.38,-0.81
Secdrick McIntyre,-0.8,0.03,0.12,0.34,-0.8
Sedrick Irvin,1.61,0.42,0.28,1.32,1.61
Sedrick Shaw,-0.09,0.04,0.01,0.52,-0.09
Selvin Young,1.15,0.62,0.22,0.93,1.15
Seneca Wallace,0.88,0.31,0.1,1.41,0.89
Senorise Perry,-0.78,0.03,0.11,0.37,-0.78
Seth Devalve,0.94,0.64,0.36,1.65,0.94
Seth Roberts,5.02,2.17,1.81,4.82,5.02
Seth Williams,-0.82,0.02,0.0,0.37,-0.83
Sewo Olonilua,-0.83,0.02,0.0,0.36,-0.84
Seyi Ajirotutu,0.17,0.16,-0.03,0.9,0.16
Shad Meier,0.4,0.18,0.05,1.17,0.4
Shane Garrett,-0.68,0.02,-0.03,0.34,-0.69
Shane Matthews,1.02,0.51,-0.05,1.38,1.01
Shane Smith,-0.83,0.02,0.0,0.36,-0.84
Shane Swanson,-0.64,0.02,-0.03,0.36,-0.64
Shane Vereen,8.83,1.63,1.28,4.46,8.83
Shane Wynn,-0.79,0.02,0.01,0.38,-0.8
Shane Zylstra,-0.06,0.06,-0.04,0.5,-0.07
Shannon Baker,-0.81,0.02,0.0,0.38,-0.81
Shannon Mitchell,-0.06,0.17,0.06,0.91,-0.06
Shannon Sharpe,22.96,30.14,42.45,25.38,22.96
Shaud Williams,0.54,0.04,0.01,0.77,0.53
Shaun Alexander,52.88,66.35,81.67,60.04,52.85
Shaun Bodiford,-0.82,0.02,0.0,0.37,-0.83
Shaun Chapas,-0.79,0.02,0.0,0.38,-0.8
Shaun Draughn,4.21,0.66,0.35,2.3,4.2
Shaun Hill,1.98,1.08,0.38,2.26,2.03
Shaun King,2.06,1.74,3.0,1.68,2.09
Shaun McDonald,5.59,4.86,2.03,6.0,5.59
Shaun Wilson,-0.76,0.06,0.15,0.39,-0.76
Shawn Beals,-0.72,0.02,-0.03,0.32,-0.73
Shawn Bryson,6.36,1.38,-0.56,3.91,6.37
Shawn Collins,0.8,0.91,1.65,1.91,0.8
Shawn Halloran,-1.15,0.19,0.01,0.31,-1.13
Shawn Jefferson,14.47,7.77,3.41,13.28,14.49
Shawn Moore,-1.19,0.03,0.04,0.33,-1.18
Shawn Nelson,-0.27,0.03,-0.04,0.68,-0.27
Sheddrick Wilson,-0.79,0.02,0.0,0.38,-0.8
Shedrick Jackson,-0.82,0.02,0.0,0.37,-0.83
Sheldon Canley,-0.82,0.06,0.28,0.37,-0.82
Sheldon Gaines,-0.6,0.02,-0.03,0.39,-0.6
Sheldon Jackson,-0.32,0.04,-0.04,0.49,-0.32
Shelley Poole,-0.83,0.02,0.0,0.36,-0.84
Shelton Diggs,-0.83,0.03,0.05,0.36,-0.83
Shelton Gibson,-0.75,0.02,0.0,0.4,-0.76
Sherman Smith,18.63,13.5,11.73,16.36,18.62
Sherman Williams,2.15,1.07,3.13,1.24,2.16
Sherriden May,-0.83,0.02,0.01,0.36,-0.84
Shi Smith,0.11,0.18,0.07,0.97,0.1
Shockmain Davis,-0.68,0.08,0.01,0.45,-0.69
Shonn Bell,-0.83,0.02,0.0,0.36,-0.84
Shonn Greene,12.92,10.89,11.38,13.56,12.93
Shyrone Stith,-0.37,0.03,0.09,0.42,-0.38
Sid Blanks,-0.75,0.03,0.11,0.38,-0.75
Sidney Rice,8.09,7.58,8.85,7.5,8.1
Sidney Thornton,10.87,3.31,3.73,5.67,10.84
Silas Redd,-0.22,0.03,0.03,0.51,-0.23
Simi Fehoko,-0.42,0.03,-0.04,0.52,-0.42
Sincere McCormick,-0.67,0.03,0.02,0.35,-0.67
Sinorice Moss,0.42,0.21,-0.05,1.18,0.41
Sione Vaki,-0.79,0.03,0.05,0.38,-0.79
Siran Stacy,-0.83,0.02,0.0,0.36,-0.84
Sirr Parker,-0.83,0.02,0.0,0.36,-0.84
Skip Hicks,5.76,1.4,-0.25,2.62,5.75
Skye Dawson,-0.73,0.03,0.05,0.41,-0.74
Skylar Thompson,-1.69,0.03,-0.01,0.34,-1.65
Skyler Green,-0.78,0.02,0.0,0.39,-0.78
Skyy Moore,0.31,0.29,0.4,1.29,0.31
Sloan Thomas,-0.83,0.02,0.0,0.36,-0.84
Snoop Conner,-0.38,0.03,0.11,0.43,-0.38
Snoop Minnis,0.25,0.21,0.14,1.28,0.25
Solomon Miller,-0.53,0.04,-0.03,0.43,-0.53
Solomon Patton,-0.83,0.02,0.0,0.36,-0.84
Sonny Campbell,0.49,0.04,0.08,0.52,0.49
Sonny Collins,-0.54,0.04,0.03,0.23,-0.55
Sonny Davis,-0.06,0.12,0.01,0.45,-0.07
Sonny Jurgensen,4.77,3.14,8.14,1.61,4.64
Sony Michel,9.8,4.73,1.31,9.12,9.81
Spark Clark,-0.83,0.02,0.0,0.36,-0.84
Speedy Neal,-0.2,0.03,0.02,0.48,-0.2
Speedy Thomas,0.35,0.2,0.0,1.1,0.34
Spencer Brown,-0.76,0.03,0.11,0.37,-0.77
Spencer George,-0.83,0.02,0.0,0.36,-0.84
Spencer Larsen,-0.51,0.05,-0.05,0.4,-0.51
Spencer Nead,-0.82,0.02,0.0,0.37,-0.83
Spencer Rattler,-1.73,0.03,-0.11,0.35,-1.67
Spencer Schnell,-0.83,0.02,0.0,0.36,-0.84
Spencer Tillman,0.19,0.07,-0.01,0.24,0.18
Spencer Ware,5.97,2.09,1.66,3.12,5.97
Spergon Wynn,-1.45,0.03,0.0,0.33,-1.42
Stacey Bailey,2.56,3.03,1.64,3.38,2.57
Stacey Dawsey,-0.43,0.04,-0.04,0.39,-0.43
Stacey Driver,-0.71,0.06,0.14,0.31,-0.71
Stacey Mack,10.97,6.82,7.72,7.96,10.96
Stacey Mobley,-0.55,0.03,-0.01,0.54,-0.55
Stacey Simmons,-0.67,0.02,-0.03,0.35,-0.67
Stacy Coley,-0.82,0.02,0.0,0.37,-0.83
Stacy Robinson,-0.06,0.17,0.06,0.91,-0.06
Stacy Tutt,-0.79,0.02,0.0,0.38,-0.8
Stan Brown,-0.72,0.02,-0.03,0.32,-0.73
Stan Davis,-0.71,0.02,-0.03,0.33,-0.71
Stan Edwards,1.54,0.22,-0.09,0.86,1.54
Stan Fritts,4.65,0.19,0.17,1.74,4.64
Stan Gelbaugh,-0.81,0.06,-0.01,0.35,-0.77
Stan Humphries,0.77,3.33,2.51,4.1,1.05
Stan Hunter,-0.75,0.02,0.0,0.4,-0.76
Stan Mitchell,-0.74,0.04,0.02,0.4,-0.75
Stan Rome,-0.53,0.03,0.07,0.56,-0.54
Stan Winfrey,-0.11,0.03,0.04,0.38,-0.12
Stanford Jennings,6.47,2.12,2.99,2.46,6.46
Stanley Berryhill,-0.83,0.02,0.0,0.36,-0.84
Stanley Havili,0.19,0.08,0.13,0.76,0.18
Stanley Morgan,8.8,10.14,21.74,8.65,8.81
Stanley Morgan Jr.,-0.63,0.04,-0.0,0.48,-0.63
Stanley Pritchett,5.73,1.22,-0.58,3.61,5.73
Stanley Shakespeare,-0.83,0.02,0.0,0.36,-0.84
Stanley Wilson,5.76,1.42,0.06,1.84,5.74
Stedman Bailey,1.17,0.83,0.27,1.67,1.17
Stefan Logan,-0.64,0.03,-0.16,0.39,-0.65
Stefon Diggs,24.69,28.71,35.3,28.37,24.69
Stein Koss,-0.81,0.02,0.0,0.38,-0.81
Stepfan Taylor,0.47,0.05,0.0,0.51,0.47
Stepfret Williams,0.29,0.2,0.14,1.17,0.28
Stephen Alexander,6.65,3.75,2.68,6.82,6.66
Stephen Anderson,0.95,0.62,0.65,1.8,0.95
Stephen Baker,2.03,5.77,6.25,3.02,2.03
Stephen Burton,-0.35,0.24,0.01,0.59,-0.36
Stephen Carlson,-0.6,0.02,-0.03,0.39,-0.6
Stephen Davis,34.99,32.49,28.4,40.69,34.99
Stephen Griffin,-0.83,0.02,0.0,0.36,-0.84
Stephen Hill,1.08,0.69,0.65,1.81,1.07
Stephen Hobbs,-0.78,0.02,0.0,0.39,-0.78
Stephen McGee,-0.6,0.03,0.01,0.39,-0.61
Stephen Spach,-0.18,0.31,0.31,0.92,-0.18
Stephen Starring,2.18,0.93,0.3,1.98,2.17
Stephen Sullivan,-0.4,0.03,-0.01,0.68,-0.4
Stephen Trejo,-0.57,0.03,-0.01,0.52,-0.58
Stephen Williams,-0.46,0.03,-0.01,0.61,-0.47
Stephone Paige,5.38,12.83,16.22,6.02,5.39
Sterling Sharpe,15.41,36.26,65.8,16.3,15.41
Sterling Shepard,10.95,6.48,3.02,9.4,10.95
Stevan Ridley,11.62,8.04,7.49,11.0,11.62
Steve Alvers,-0.83,0.02,0.0,0.36,-0.84
Steve Atkins,0.83,0.06,-0.07,0.51,0.82
Steve Avery,-0.48,0.06,-0.03,0.46,-0.49
Steve Bartalo,-0.37,0.06,0.15,0.44,-0.37
Steve Bartkowski,17.72,13.37,10.85,16.74,17.63
Steve Beuerlein,7.0,10.02,8.35,7.02,7.08
Steve Bird,-0.61,0.03,-0.03,0.29,-0.61
Steve Bono,4.98,3.47,1.32,3.33,5.03
Steve Bradley,-0.38,0.02,-0.09,0.41,-0.41
Steve Breaston,5.83,11.21,19.12,6.46,5.84
Steve Brooks,-0.83,0.02,0.0,0.36,-0.84
Steve Broussard,11.91,8.04,6.66,8.77,11.91
Steve Bryant,0.02,0.03,-0.39,0.75,0.01
Steve Burks,-0.66,0.04,-0.01,0.46,-0.66
Steve Bush,0.5,0.2,0.05,1.28,0.49
Steve Carter,-0.82,0.02,0.0,0.37,-0.83
Steve Conley,-0.83,0.04,0.01,0.36,-0.84
Steve Craig,-0.59,0.03,-0.01,0.51,-0.59
Steve Crosby,-0.67,0.03,0.03,0.31,-0.68
Steve Davis,5.93,1.39,0.52,1.46,5.92
Steve DeBerg,13.02,12.42,3.74,20.26,13.26
Steve Dils,0.98,0.79,-0.62,2.19,1.1
Steve Engel,-0.83,0.02,0.0,0.36,-0.84
Steve Finch,-0.79,0.02,0.0,0.38,-0.8
Steve Folsom,-0.33,0.03,-0.01,0.75,-0.33
Steve Fuller,4.91,3.96,0.72,4.86,5.12
Steve Gaunty,-0.77,0.02,0.0,0.4,-0.77
Steve Griffin,-0.83,0.02,0.0,0.36,-0.84
Steve Grogan,34.42,27.09,26.2,36.71,34.19
Steve Haggerty,-0.83,0.02,0.0,0.36,-0.84
Steve Harkey,-0.34,0.05,0.08,0.32,-0.35
Steve Harris,-0.81,0.02,0.01,0.38,-0.81
Steve Hawkins,-0.77,0.02,0.0,0.4,-0.77
Steve Heiden,4.92,2.31,2.04,4.84,4.92
Steve Hendrickson,-0.33,0.02,0.01,0.48,-0.34
Steve Holden,1.04,0.3,-0.29,1.08,1.03
Steve Holloway,-0.7,0.02,0.0,0.44,-0.7
Steve Howell,0.18,0.04,0.0,0.33,0.17
Steve Joachim,-0.83,0.02,0.0,0.36,-0.84
Steve Johnson,-0.82,0.02,0.0,0.37,-0.83
Steve Jones,8.62,2.7,5.8,3.66,8.6
Steve Jordan,8.52,7.12,10.3,8.44,8.52
Steve Kreider,1.78,3.37,0.83,2.48,1.78
Steve Largent,12.79,23.7,52.18,12.61,12.81
Steve Maneri,-0.64,0.03,-0.01,0.47,-0.65
Steve Matthews,-1.31,0.03,0.27,0.34,-1.29
Steve McNair,17.22,31.33,17.88,27.0,17.56
Steve Morse,-0.83,0.03,0.05,0.36,-0.83
Steve Myer,-0.12,0.04,-0.1,0.34,-0.13
Steve Odom,3.0,0.91,0.91,1.66,2.99
Steve Owens,11.59,10.91,13.55,8.24,11.58
Steve Pelluer,1.48,2.86,2.67,1.72,1.67
Steve Pierce,-0.81,0.02,0.0,0.38,-0.81
Steve Pisarkiewicz,-0.45,0.1,-0.4,0.21,-0.43
Steve Powell,-0.71,0.06,0.14,0.31,-0.72
Steve Raible,0.33,0.25,0.25,1.21,0.33
Steve Ramsey,1.85,0.41,0.47,1.71,1.92
Steve Rhem,-0.77,0.02,0.0,0.4,-0.77
Steve Rivera,-0.69,0.02,-0.03,0.33,-0.7
Steve Rogers,-0.8,0.03,0.12,0.35,-0.8
Steve Sanders,-0.77,0.02,0.0,0.4,-0.77
Steve Schubert,0.18,0.09,-0.07,0.51,0.17
Steve Sewell,8.64,1.9,-1.65,4.07,8.62
Steve Slaton,7.91,5.69,11.26,4.6,7.91
Steve Smith,13.92,6.23,5.9,7.64,13.93
Steve Smith Sr.,33.44,35.23,39.01,38.14,33.46
Steve Spurrier,2.57,0.45,0.51,1.47,2.59
Steve Stenstrom,-1.77,0.03,0.01,0.58,-1.67
Steve Stephens,-0.83,0.02,0.0,0.36,-0.84
Steve Strachan,-0.33,0.05,-0.01,0.23,-0.34
Steve Sweeney,-0.81,0.02,0.0,0.38,-0.81
Steve Tasker,1.38,0.43,1.59,1.45,1.37
Steve Tensi,-0.71,0.03,-0.01,0.36,-0.71
Steve Walsh,-0.04,1.63,0.37,1.42,0.09
Steve Watson,4.25,22.09,26.15,5.71,4.26
Steve Wilson,-0.68,0.02,-0.03,0.34,-0.69
Steve Young,36.98,41.18,50.6,40.44,36.66
Steve Zabel,-0.7,0.02,0.07,0.44,-0.7
Steven Dunbar,-0.83,0.02,0.0,0.36,-0.84
Steven Jackson,44.11,51.21,40.45,54.94,44.14
Steven Mitchell,-0.64,0.03,-0.01,0.47,-0.65
Steven Schnarr,-0.83,0.02,0.0,0.36,-0.84
Steven Sims,1.88,1.09,2.91,1.92,1.88
Stevie Anderson,-0.31,0.03,-0.04,0.63,-0.31
Stevie Johnson,12.06,8.23,8.12,11.0,12.05
Stone Smartt,-0.1,0.17,0.06,0.87,-0.11
Stoney Case,-0.28,0.04,0.12,0.93,-0.18
Storm Johnson,0.1,0.03,0.03,0.53,0.09
Stu Voigt,2.5,3.96,1.33,2.97,2.5
Stump Mitchell,22.27,18.93,13.49,24.05,22.25
Sultan McCullough,-0.79,0.06,0.28,0.38,-0.79
Sutton Smith,-0.83,0.02,0.0,0.36,-0.84
Sylvester Byrd,-0.74,0.02,0.0,0.41,-0.74
Sylvester Morris,0.9,0.64,-0.21,1.8,0.9
Sylvester Stamps,1.38,0.25,0.48,0.59,1.37
Syndric Steptoe,-0.27,0.03,-0.01,0.81,-0.27
T.C. Blair,-0.83,0.02,0.0,0.36,-0.84
T.J. Duckett,20.38,8.99,0.92,18.52,20.35
T.J. Graham,1.39,1.28,1.13,2.14,1.38
T.J. Hockenson,9.51,8.56,9.31,8.76,9.51
T.J. Houshmandzadeh,18.18,12.8,15.3,17.47,18.19
T.J. Jones,1.26,0.82,0.79,1.88,1.25
T.J. Logan,-0.69,0.03,0.21,0.43,-0.7
T.J. Rubley,-0.68,0.03,0.01,0.49,-0.68
T.J. Yates,-0.75,0.03,0.01,0.65,-0.71
T.J. Yeldon,6.86,1.49,0.14,3.61,6.87
