Player,Season,Passing Yds,Passing Tds,Rushing Yds,Rushing Tds,Receiving Yds,Receiving Tds,VBD
Michael Westbrook,1997,0,0,-11,0,92,3,0
Lamar Smith,1997,0,0,392,2,28,0,0
Kevin Turner,1997,0,0,96,0,62,3,0
Charles Johnson,1997,0,0,0,0,91,2,0
Sherman Williams,1997,0,0,468,2,28,0,0
Greg Hill,1997,0,0,550,0,24,0,0
Tommy Vardell,1997,0,0,122,6,30,0,0
Jeff Graham,1997,0,0,0,0,91,2,0
Charles Jordan,1997,0,0,12,0,55,3,0
Chris Sanders,1997,0,0,0,0,0,0,0
Freddie Solomon,1997,0,0,0,0,51,3,0
Dave Brown,1997,1023,5,29,1,0,0,0
Pete Mitchell,1997,0,0,0,0,47,4,0
Steve Beuerlein,1997,1032,6,32,0,0,0,0
Stan Humphries,1997,1488,5,24,0,0,0,0
Anthony Johnson,1997,0,0,358,0,33,1,0
Rodney Thomas,1997,0,0,310,3,18,0,0
Michael Timpson,1997,0,0,0,0,82,2,0
Eric Zeier,1997,958,7,17,0,0,0,0
Jerald Moore,1997,0,0,380,3,12,0,0
Byron Hanspard,1997,0,0,335,0,7,1,0
Rocket Ismail,1997,0,0,32,0,65,2,0
Mark Carrier,1997,0,0,0,0,51,2,0
Ken Dilger,1997,0,0,0,0,36,3,0
Andrew Glover,1997,0,0,0,0,55,3,0
Leroy Hoard,1997,0,0,235,4,15,0,0
Curtis Conway,1997,0,0,17,0,52,1,0
Torrance Small,1997,0,0,0,0,64,1,0
Craig Whelihan,1997,1357,6,29,0,0,0,0
Bobby Engram,1997,0,0,0,0,76,2,0
Leeland McElroy,1997,0,0,424,2,12,0,0
Harvey Williams,1997,0,0,70,3,39,2,0
Jamie Asher,1997,0,0,0,0,99,1,0
Terry Glenn,1997,0,0,0,0,49,2,0
Scott Greene,1997,0,0,157,1,57,1,0
Charlie Jones,1997,0,0,42,0,80,1,0
Jerris McPhail,1997,0,0,146,1,48,1,0
William Henderson,1997,0,0,113,0,48,1,0
Paul Justin,1997,1046,5,2,0,0,0,0
Lamar Thomas,1997,0,0,0,0,52,2,0
Ryan Wetnight,1997,0,0,0,0,65,1,0
Aaron Bailey,1997,0,0,20,0,57,3,0
Randall Cunningham,1997,501,6,127,0,0,0,0
David Dunn,1997,0,0,0,0,53,2,0
Tony Gonzalez,1997,0,0,0,0,54,2,0
Chris Gedney,1997,0,0,15,0,28,4,0
Harold Green,1997,0,0,78,1,36,0,0
Billy Joe Hobert,1997,1024,6,43,0,0,0,0
Brent Jones,1997,0,0,0,0,47,2,0
Zack Crockett,1997,0,0,300,1,24,0,0
Fred Baxter,1997,0,0,0,0,34,3,0
Mark Bruener,1997,0,0,0,0,30,6,0
Eric Guliford,1997,0,0,-2,0,56,1,0
Dave Moore,1997,0,0,0,0,26,4,0
Billy Joe Tolliver,1997,677,5,7,0,0,0,0
Horace Copeland,1997,0,0,0,0,61,1,0
Charles Evans,1997,0,0,157,2,30,0,0
Jay Graham,1997,0,0,299,2,14,0,0
Lonnie Johnson,1997,0,0,6,0,63,2,0
Brett Perriman,1997,0,0,0,0,64,1,0
Eric Bjornson,1997,0,0,0,0,68,0,0
Earnest Byner,1997,0,0,313,0,31,0,0
Leon Johnson,1997,0,0,158,2,21,0,0
Dave Meggett,1997,35,1,60,1,24,1,0
Ted Popson,1997,0,0,0,0,47,2,0
Donnell Bennett,1997,0,0,369,1,9,0,0
Eric Bieniemy,1997,0,0,97,1,37,0,0
Darnell Autry,1997,0,0,319,1,14,0,0
Brian Blades,1997,0,0,0,0,55,2,0
Carlester Crumpler,1997,0,0,0,0,44,1,0
Eddie Kennison,1997,0,0,13,0,64,0,0
Bernie Parmalee,1997,0,0,59,0,35,1,0
Rodney Peete,1997,869,4,37,0,0,0,0
George Jones,1997,0,0,235,1,18,1,0
Tim Biakabutuka,1997,0,0,299,2,3,0,0
Vincent Brisby,1997,0,0,0,0,46,2,0
Keith Byars,1997,0,0,24,0,40,3,0
Lake Dawson,1997,0,0,0,0,36,2,0
Terrell Fletcher,1997,0,0,161,0,48,0,0
James Hundon,1997,0,0,0,0,31,2,0
Lamont Warren,1997,0,0,80,2,26,0,0
Amani Toomer,1997,0,0,0,0,37,1,0
Ronald Moore,1997,0,0,278,1,5,0,0
Eric Moulds,1997,0,0,59,0,52,0,0
Stepfret Williams,1997,0,0,0,0,51,1,0
Kyle Brady,1997,0,0,0,0,35,2,0
Glenn Foley,1997,705,3,-5,0,0,0,0
Willie Green,1997,0,0,0,0,43,2,0
Willie Jackson,1997,0,0,14,0,35,2,0
Jeff Hostetler,1997,899,5,28,0,0,0,0
David Patten,1997,0,0,2,0,33,2,0
Kevin Alexander,1997,0,0,0,0,49,1,0
Sam Gash,1997,0,0,10,0,29,3,0
Muhsin Muhammad,1997,0,0,0,0,62,0,0
O.J. Santiago,1997,0,0,0,0,32,2,0
Darick Holmes,1997,0,0,106,2,20,0,0
Chad Lewis,1997,0,0,0,0,21,4,0
Jay Riemersma,1997,0,0,0,0,40,2,0
Brian Stablein,1997,0,0,0,0,31,1,0
Troy Davis,1997,0,0,271,0,18,0,0
Vaughn Hebron,1997,0,0,222,1,5,0,0
Bryan Still,1997,0,0,0,0,44,0,0
John Farquhar,1997,0,0,0,0,26,1,0
Frank Hartley,1997,0,0,0,0,38,1,0
David Palmer,1997,0,0,36,1,40,1,0
Heath Shuler,1997,1288,2,38,1,0,0,0
Irving Spikes,1997,0,0,180,2,10,0,0
Todd Kinchen,1997,0,0,0,0,23,1,0
Derrick Mayes,1997,0,0,0,0,35,0,0
Brian Milne,1997,0,0,32,2,32,0,0
Erric Pegram,1997,0,0,95,2,29,0,0
Herschel Walker,1997,0,0,20,0,23,2,0
Kevin Williams,1997,0,0,-2,0,36,1,0
Errict Rhett,1997,0,0,96,3,0,0,0
Dedric Ward,1997,0,0,25,0,24,1,0
Rob Johnson,1997,344,2,34,1,0,0,0
Alex Van Pelt,1997,684,2,33,1,0,0,0
Richie Anderson,1997,0,0,70,0,35,1,0
Will Blackwell,1997,0,0,14,0,29,1,0
Albert Connell,1997,0,0,3,0,17,2,0
Keith Crawford,1997,0,0,32,0,19,0,0
Jackie Harris,1997,0,0,0,0,34,1,0
David Sloan,1997,0,0,0,0,49,0,0
Howard Cross,1997,0,0,0,0,38,2,0
Danan Hughes,1997,0,0,0,0,13,2,0
David LaFleur,1997,0,0,0,0,24,2,0
Lovett Purnell,1997,0,0,0,0,7,3,0
Irv Smith,1997,0,0,0,0,36,1,0
Tamarick Vanover,1997,0,0,50,0,17,0,0
Ronnie Harmon,1997,0,0,36,0,21,0,0
Daryl Johnston,1997,0,0,3,0,29,1,0
Ron Rivers,1997,0,0,166,1,0,0,0
Mark Seay,1997,0,0,0,0,21,1,0
Aaron Hayden,1997,0,0,148,1,2,0,0
James Jenkins,1997,0,0,0,0,6,3,0
Jimmie Johnson,1997,0,0,0,0,22,1,0
Jon Kitna,1997,371,1,9,1,0,0,0
Keith Poole,1997,0,0,0,0,6,2,0
Mack Strong,1997,0,0,8,0,21,2,0
Fred Barnett,1997,0,0,0,0,45,1,0
Tony Carter,1997,0,0,56,0,34,0,0
Jason Dunn,1997,0,0,0,0,13,2,0
Ty Hallock,1997,0,0,21,0,23,1,0
Michael Haynes,1997,0,0,0,0,31,1,0
Damon Jones,1997,0,0,0,0,8,2,0
Danny Wuerffel,1997,518,4,26,0,0,0,0
Bob Christian,1997,0,0,8,0,31,1,0
Anthony Edwards,1997,0,0,0,0,35,0,0
Craig Heyward,1997,0,0,84,1,13,0,0
Chuck Levy,1997,0,0,90,0,9,0,0
Tony Richardson,1997,0,0,11,0,3,3,0
Derek Russell,1997,0,0,0,0,37,1,0
Marco Battaglia,1997,0,0,0,0,22,1,0
Ernie Mills,1997,0,0,0,0,35,1,0
Kenny Shedd,1997,0,0,0,0,18,0,0
Derek Loville,1997,0,0,124,1,2,0,0
Rick Mirer,1997,420,0,78,1,0,0,0
Alex Van Dyke,1997,0,0,0,0,4,2,0
Chris Walsh,1997,0,0,0,0,18,1,0
Dwayne Carswell,1997,0,0,0,0,20,1,0
Greg Clark,1997,0,0,0,0,10,1,0
Keith Jennings,1997,0,0,0,0,19,0,0
Brian Kinchen,1997,0,0,0,0,15,1,0
Brian Kozlowski,1997,0,0,0,0,11,1,0
Michael Roan,1997,0,0,0,0,24,0,0
Jeff Thomason,1997,0,0,0,0,16,1,0
Fabien Bownes,1997,0,0,0,0,20,0,0
Tyrone Davis,1997,0,0,0,0,4,1,0
Jim Everett,1997,457,1,6,0,0,0,0
Olanda Truitt,1997,0,0,0,0,12,1,0
Tommie Boyd,1997,0,0,0,0,25,0,0
Derek Brown,1997,0,0,0,0,11,1,0
Marrio Grier,1997,0,0,75,1,0,0,0
Rodney Hampton,1997,0,0,81,1,0,0,0
Derrick Mason,1997,0,0,-7,0,30,0,0
Pete Metzelaars,1997,0,0,0,0,22,0,0
Marcus Pollard,1997,0,0,0,0,19,0,0
Cory Schlesinger,1997,0,0,11,0,7,1,0
Derrick Cullors,1997,0,0,101,0,5,0,0
Tim Hall,1997,0,0,120,0,4,0,0
Daryl Hobbs,1997,0,0,0,0,17,1,0
Lorenzo Neal,1997,0,0,28,0,13,1,0
Jerry Rice,1997,0,0,-10,0,8,1,0
Robb Thomas,1997,0,0,0,0,24,0,0
Iheanyi Uwaezuoke,1997,0,0,0,0,24,0,0
Moe Williams,1997,0,0,59,1,5,0,0
Derrick Fenner,1997,0,0,24,0,17,0,0
Joey Kent,1997,0,0,0,0,10,1,0
Ed West,1997,0,0,0,0,13,1,0
Ryan Yarborough,1997,0,0,0,0,31,0,0
Reggie Barlow,1997,0,0,0,0,9,0,0
Stoney Case,1997,316,0,8,1,0,0,0
Christian Fauria,1997,0,0,0,0,13,0,0
Detron Smith,1997,0,0,10,0,5,1,0
Tim Tindale,1997,0,0,0,0,5,0,0
Kenny Bynum,1997,0,0,97,0,2,0,0
Pat Carter,1997,0,0,0,0,10,1,0
Aaron Craver,1997,0,0,71,0,6,0,0
Steve Matthews,1997,275,0,10,0,0,0,0
James Roe,1997,0,0,0,0,14,0,0
Scott Zolak,1997,67,2,-3,0,0,0,0
Pete Chryplewicz,1997,0,0,0,0,3,1,0
Howard Griffith,1997,0,0,34,0,17,0,0
LeShon Johnson,1997,0,0,81,0,3,0,0
Aaron Laing,1997,0,0,0,0,11,1,0
Brian Manning,1997,0,0,0,0,13,0,0
Rashaan Salaam,1997,0,0,112,0,3,0,0
Cedric Smith,1997,0,0,5,1,3,0,0
Chris Thomas,1997,0,0,0,0,15,0,0
David Thompson,1997,0,0,30,1,2,0,0
Mike Tomczak,1997,185,1,13,0,0,0,0
Greg DeLong,1997,0,0,0,0,12,0,0
Chad Fann,1997,0,0,0,0,6,0,0
Thomas Lewis,1997,0,0,0,0,20,0,0
Johnny McWilliams,1997,0,0,0,0,8,0,0
John Allred,1997,0,0,0,0,13,0,0
Jim Druckenmiller,1997,239,1,-6,0,0,0,0
Marc Edwards,1997,0,0,17,0,10,0,0
Clif Groce,1997,0,0,66,0,0,0,0
Alvin Harper,1997,0,0,0,0,20,0,0
Joe Horn,1997,0,0,0,0,7,0,0
Chris Jones,1997,0,0,0,0,9,0,0
Fred McAfee,1997,0,0,41,0,2,0,0
Mark Rypien,1997,270,0,1,0,0,0,0
Kenyon Cotton,1997,0,0,2,1,0,0,0
Hunter Goodwin,1997,0,0,0,0,14,0,0
Patrick Hape,1997,0,0,1,0,6,1,0
Tim Lester,1997,0,0,9,0,15,0,0
Kris Mangum,1997,0,0,0,0,7,0,0
Terry Mickens,1997,0,0,0,0,5,1,0
Derrick Walker,1997,0,0,0,0,6,0,0
Brett Bech,1997,0,0,0,0,10,0,0
Craig Erickson,1997,165,0,8,0,0,0,0
Mark Harris,1997,0,0,0,0,8,0,0
Matthew Hatchette,1997,0,0,0,0,12,0,0
Ray Lucas,1997,28,0,55,0,0,0,0
Todd Philcox,1997,173,0,3,0,0,0,0
Aaron Pierce,1997,0,0,0,0,19,0,0
Duce Staley,1997,0,0,29,0,3,0,0
Gunnard Twyner,1997,0,0,0,0,7,0,0
Mike Adams,1997,0,0,0,0,0,0,0
Jeff Brohm,1997,164,0,11,0,0,0,0
Jerone Davison,1997,0,0,4,0,6,0,0
John Davis,1997,0,0,0,0,5,0,0
Malcolm Floyd,1997,0,0,0,0,10,0,0
Ronnie Harris,1997,0,0,0,0,6,0,0
Ike Hilliard,1997,0,0,0,0,5,0,0
Kevin Lockett,1997,0,0,0,0,2,0,0
Glyn Milburn,1997,0,0,0,0,10,0,0
Stanley Pritchett,1997,0,0,7,0,8,0,0
Jermaine Ross,1997,0,0,0,0,12,0,0
Bill Schroeder,1997,0,0,0,0,8,1,0
Jerald Sowell,1997,0,0,35,0,2,0,0
Don Beebe,1997,0,0,0,0,10,0,0
Kevin Bouie,1997,0,0,26,0,0,0,0
Fred Brock,1997,0,0,0,0,2,0,0
Tony Cline,1997,0,0,0,0,2,0,0
Billy Davis,1997,0,0,0,0,4,0,0
Tyree Davis,1997,0,0,0,0,4,0,0
Carwell Gardner,1997,0,0,20,0,2,0,0
Robert Green,1997,0,0,22,0,1,0,0
Kelly Holcomb,1997,454,1,5,0,0,0,0
Chad Levitt,1997,0,0,3,0,9,0,0
Mitch Lyons,1997,0,0,0,0,4,0,0
Fred McCrary,1997,0,0,15,0,4,0,0
Roosevelt Potts,1997,0,0,4,0,5,0,0
Eric Smith,1997,0,0,12,0,6,0,0
J.T. Thomas,1997,0,0,0,0,8,0,0
Bubby Brister,1997,48,0,2,0,0,0,0
Jerry Ellison,1997,0,0,10,0,2,0,0
Scott Galbraith,1997,0,0,0,0,3,0,0
Jason Garrett,1997,56,0,0,0,0,0,0
Patrick Jeffers,1997,0,0,0,0,5,0,0
Anthony Lynn,1997,0,0,0,0,1,0,0
Curtis Marsh,1997,0,0,2,0,7,0,0
Deems May,1997,0,0,0,0,5,0,0
Doug Nussmeier,1997,183,0,30,0,0,0,0
Scott Slutzker,1997,0,0,0,0,7,0,0
James Thrash,1997,0,0,0,0,3,0,0
Wade Wilson,1997,115,0,-2,0,0,0,0
Tremayne Allen,1997,0,0,0,0,1,0,0
Joe Aska,1997,0,0,10,0,0,0,0
Wes Bender,1997,0,0,9,0,4,0,0
Kirk Botkin,1997,0,0,0,0,2,0,0
Chris Doering,1997,0,0,0,0,2,0,0
Michael Hicks,1997,0,0,14,0,0,0,0
Mitch Jacoby,1997,0,0,0,0,3,0,0
Dietrich Jells,1997,0,0,0,0,2,0,0
Eric Lane,1997,0,0,13,0,0,0,0
Jeff Lewis,1997,21,0,2,0,0,0,0
Roderick Lewis,1997,0,0,0,0,3,0,0
Kez McCorvey,1997,0,0,0,0,2,0,0
Shannon Mitchell,1997,0,0,0,0,3,0,0
Will Moore,1997,0,0,0,0,1,0,0
Winslow Oliver,1997,0,0,0,0,7,0,0
Alfred Pupunu,1997,0,0,0,0,0,0,0
Jerry Reese,1997,0,0,0,0,9,0,0
James Ritchey,1997,15,0,6,0,0,0,0
Troy Sadowski,1997,0,0,0,0,1,0,0
Nick Savoie,1997,0,0,0,0,0,0,0
Jon Witman,1997,0,0,11,0,4,0,0
Flipper Anderson,1997,0,0,0,0,0,0,0
Mike Archie,1997,0,0,0,0,0,0,0
Justin Armour,1997,0,0,0,0,0,0,0
Tony Bland,1997,0,0,0,0,0,0,0
Reggie Brown,1997,0,0,0,0,0,0,0
John Burke,1997,0,0,0,0,0,0,0
Steve Bush,1997,0,0,0,0,0,0,0
Isaac Byrd,1997,0,0,0,0,0,0,0
Byron Chamberlain,1997,0,0,0,0,3,0,0
Robert Chancey,1997,0,0,0,0,0,0,0
Mike Cherry,1997,0,0,-2,0,0,0,0
Chuck Clements,1997,0,0,-3,0,0,0,0
Rob Coons,1997,0,0,0,0,2,0,0
Ray Crittenden,1997,0,0,0,0,1,0,0
Ty Douthard,1997,0,0,0,0,0,0,0
Gary Downs,1997,0,0,0,0,0,0,0
Mike Dulaney,1997,0,0,0,0,1,0,0
David Frisch,1997,0,0,0,0,0,0,0
Tony Gaiter,1997,0,0,0,0,0,0,0
Mitchell Galloway,1997,0,0,0,0,5,0,0
David Gamble,1997,0,0,0,0,0,0,0
Spencer George,1997,0,0,0,0,0,0,0
Scottie Graham,1997,0,0,-1,0,1,0,0
Tony Graziani,1997,41,0,19,0,0,0,0
Trent Green,1997,0,0,0,0,0,0,0
Rich Griffith,1997,0,0,0,0,0,0,0
Mercury Hayes,1997,0,0,0,0,1,0,0
Chris Hetherington,1997,0,0,0,0,1,0,0
Kevin Hickman,1997,0,0,0,0,0,0,0
Corey Holliday,1997,0,0,0,0,0,0,0
Priest Holmes,1997,0,0,0,0,0,0,0
Brice Hunter,1997,0,0,0,0,0,0,0
Qadry Ismail,1997,0,0,0,0,1,0,0
Mike Jenkins,1997,0,0,0,0,1,0,0
Travis Jervey,1997,0,0,0,0,0,0,0
Reggie Johnson,1997,0,0,0,0,0,0,0
Andrew Jordan,1997,0,0,0,0,1,0,0
Randy Jordan,1997,0,0,2,0,0,0,0
Randy Kinder,1997,0,0,0,0,0,0,0
Jim Kitts,1997,0,0,0,0,0,0,0
Dave Krieg,1997,2,0,-2,0,0,0,0
Kaipo McGuire,1997,0,0,0,0,0,0,0
James McKeehan,1997,0,0,0,0,0,0,0
Harold Morrow,1997,0,0,0,0,0,0,0
Leon Neal,1997,0,0,0,0,0,0,0
Ray Nealy,1997,0,0,2,0,0,0,0
A.J. Ofodile,1997,0,0,0,0,0,0,0
Chris Parker,1997,0,0,0,0,0,0,0
Doug Pederson,1997,0,0,-4,0,0,0,0
Roell Preston,1997,0,0,0,0,0,0,0
Mike Quinn,1997,10,0,0,0,0,0,0
Latario Rachal,1997,0,0,0,0,0,0,0
Walter Rasby,1997,0,0,0,0,2,0,0
Frank Reich,1997,121,0,-4,0,0,0,0
Brian Roche,1997,0,0,0,0,0,0,0
Bob Rosenstiel,1997,0,0,0,0,0,0,0
Brian Saxton,1997,0,0,0,0,0,0,0
Freddie Scott,1997,0,0,0,0,0,0,0
Sedrick Shaw,1997,0,0,0,0,1,0,0
Nate Singleton,1997,0,0,0,0,0,0,0
Ed Smith,1997,0,0,0,0,3,0,0
Eric Stocz,1997,0,0,0,0,0,0,0
Dwight Stone,1997,0,0,0,0,0,0,0
Nicky Sualua,1997,0,0,0,0,0,0,0
Tony Vinson,1997,0,0,0,0,0,0,0
Jay Walker,1997,0,0,0,0,0,0,0
Steve Walsh,1997,58,0,-4,0,0,0,0
Derrick Witherspoon,1997,0,0,0,0,0,0,0
Antwuan Wyatt,1997,0,0,0,0,0,0,0
Steve Bono,1997,29,0,-3,0,0,0,0
Desmond Howard,1997,0,0,0,0,5,0,0
Tony Johnson,1997,0,0,0,0,1,0,0
David Klingler,1997,27,0,0,0,0,0,0
Marc Logan,1997,0,0,5,0,6,0,0
Matt Blundin,1997,0,0,0,0,0,0,0
John Friesz,1997,138,0,0,0,0,0,0
Nate Jacquet,1997,0,0,0,0,3,0,0
Daimon Shelton,1997,0,0,4,0,0,0,0
Steve Tasker,1997,0,0,0,0,4,0,0
Steve Stenstrom,1997,70,0,6,0,0,0,0
Michael Bates,1997,0,0,0,0,0,0,0
Andre Coleman,1997,0,0,0,0,1,0,0
Ray Ethridge,1997,0,0,0,0,0,0,0
Terrell Davis,1998,0,0,2008,21,38,2,233
Jamal Anderson,1998,0,0,1846,14,46,2,187
Steve Young,1998,4170,36,454,6,0,0,168
Marshall Faulk,1998,0,0,1319,6,106,4,155
Fred Taylor,1998,0,0,1223,14,53,3,139
Garrison Hearst,1998,0,0,1570,7,56,2,137
Randy Moss,1998,0,0,4,0,124,17,113
Emmitt Smith,1998,0,0,1332,13,32,2,113
Antonio Freeman,1998,0,0,5,0,153,14,105
Ricky Watters,1998,1,1,1239,9,73,0,94
Curtis Martin,1998,0,0,1287,8,57,1,94
Randall Cunningham,1998,3704,34,132,1,1,0,91
Robert Edwards,1998,0,0,1115,9,52,3,91
Terrell Owens,1998,0,0,53,1,104,14,81
Barry Sanders,1998,0,0,1491,4,57,0,75
Eddie George,1998,0,0,1294,5,49,1,73
Robert Smith,1998,0,0,1187,6,35,2,70
Shannon Sharpe,1998,0,0,0,0,107,10,70
Brett Favre,1998,4212,31,133,1,0,0,68
Eric Moulds,1998,0,0,0,0,116,9,66
Duce Staley,1998,0,0,1065,5,70,1,62
Keyshawn Johnson,1998,0,0,60,1,149,10,61
Terance Mathis,1998,0,0,-6,0,114,11,55
Joey Galloway,1998,0,0,26,0,132,10,53
Adrian Murrell,1998,0,0,1042,8,27,2,52
Steve McNair,1998,3228,15,559,4,0,0,51
Cris Carter,1998,0,0,-1,0,125,12,49
Vinny Testaverde,1998,3256,29,104,1,0,0,47
Rod Smith,1998,14,0,63,0,139,6,47
Jerry Rice,1998,0,0,0,0,151,9,45
Ed McCaffrey,1998,0,0,0,0,99,10,43
Jimmy Smith,1998,0,0,0,0,133,8,40
Priest Holmes,1998,0,0,1008,7,62,0,37
Cam Cleeland,1998,0,0,0,0,88,6,37
Ben Coates,1998,0,0,0,0,95,6,36
Corey Dillon,1998,0,0,1130,4,44,1,33
Antowain Smith,1998,0,0,1124,8,11,0,32
Wayne Chrebet,1998,0,0,0,0,115,8,32
Tim Brown,1998,0,0,-7,0,153,9,30
Tony Martin,1998,0,0,0,0,131,6,30
Chris Chandler,1998,3154,25,121,2,1,0,29
Rocket Ismail,1998,0,0,42,0,121,8,28
Warrick Dunn,1998,0,0,1026,2,57,0,26
Trent Green,1998,3441,23,117,2,2,0,25
O.J. McDuffie,1998,0,0,11,0,165,7,24
Mike Alstott,1998,0,0,846,8,30,1,20
Jerome Bettis,1998,0,0,1185,3,23,0,20
Frank Wycheck,1998,0,0,0,0,91,2,20
Rickey Dudley,1998,0,0,-2,0,77,5,18
Jake Plummer,1998,3737,17,217,4,0,0,17
Karim Abdul-Jabbar,1998,0,0,960,6,31,0,17
Gary Brown,1998,0,0,1063,5,26,0,15
Andrew Glover,1998,0,0,0,0,59,5,15
Wesley Walls,1998,0,0,0,0,78,5,14
Freddie Jones,1998,0,0,0,0,111,3,13
Peyton Manning,1998,3739,26,62,0,0,0,12
Leslie Shepherd,1998,0,0,91,1,114,8,12
Mark Chmura,1998,0,0,0,0,74,4,12
Carl Pickens,1998,0,0,4,0,154,5,10
Frank Sanders,1998,0,0,0,0,144,3,6
Muhsin Muhammad,1998,0,0,0,0,106,6,6
Tony Gonzalez,1998,0,0,0,0,102,2,5
Dan Marino,1998,3497,23,-3,1,0,0,4
Rob Moore,1998,0,0,0,0,146,5,4
Herman Moore,1998,0,0,0,0,129,5,4
Charles Johnson,1998,0,0,4,0,124,7,4
Leroy Hoard,1998,0,0,479,9,26,1,4
O.J. Santiago,1998,0,0,0,0,42,5,4
Bobby Engram,1998,0,0,3,0,114,5,3
Keenan McCardell,1998,0,0,0,0,113,6,3
Doug Flutie,1998,2711,20,248,1,0,0,2
J.J. Stokes,1998,0,0,0,0,93,8,1
Drew Bledsoe,1998,3633,20,44,0,0,0,0
John Elway,1998,2806,22,94,1,1,0,0
Trent Dilfer,1998,2729,21,141,2,0,0,0
Mark Brunell,1998,2601,20,192,0,0,0,0
Kordell Stewart,1998,2560,11,406,2,1,0,0
Rich Gannon,1998,2305,10,168,3,0,0,0
Troy Aikman,1998,2330,12,69,2,0,0,0
Steve Beuerlein,1998,2613,17,26,0,0,0,0
Charlie Batch,1998,2178,11,229,1,0,0,0
Neil O'Donnell,1998,2216,15,34,0,0,0,0
Tony Banks,1998,2535,7,156,3,0,0,0
James Jett,1998,0,0,3,0,88,6,0
Darnay Scott,1998,0,0,10,0,88,7,0
Jermaine Lewis,1998,0,0,20,0,76,6,0
Derrick Alexander,1998,0,0,0,0,107,4,0
Natrone Means,1998,0,0,883,5,22,0,0
Marvin Harrison,1998,0,0,0,0,122,7,0
Napoleon Kaufman,1998,0,0,921,2,36,0,0
Reidel Anthony,1998,0,0,43,0,94,7,0
Jim Harbaugh,1998,1839,12,172,0,0,0,0
Kerry Collins,1998,2213,12,153,1,1,0,0
Johnnie Morton,1998,0,0,11,0,140,2,0
Chris Calloway,1998,0,0,0,0,119,6,0
Michael Irvin,1998,0,0,1,0,128,1,0
Michael Westbrook,1998,0,0,11,0,90,6,0
Andre Reed,1998,0,0,0,0,109,5,0
Torrance Small,1998,0,0,2,0,87,7,0
Oronde Gadsden,1998,0,0,0,0,87,7,0
Terrell Fletcher,1998,23,1,543,5,43,0,0
Fred Lane,1998,0,0,717,5,15,0,0
Amp Lee,1998,0,0,175,2,84,2,0
Bam Morris,1998,0,0,489,8,13,0,0
Ricky Proehl,1998,0,0,14,0,114,3,0
Terry Glenn,1998,0,0,-1,0,98,3,0
Erik Kramer,1998,1823,9,17,1,0,0,0
Edgar Bennett,1998,18,1,611,2,44,0,0
Skip Hicks,1998,0,0,433,8,8,0,0
Donald Hollas,1998,1754,10,120,1,0,0,0
Mike Pritchard,1998,0,0,17,0,101,3,0
Donnell Bennett,1998,0,0,527,5,20,1,0
Bubby Brister,1998,986,10,102,1,0,0,0
Curtis Conway,1998,0,0,48,0,104,3,0
Kent Graham,1998,1219,7,138,2,1,0,0
Shawn Jefferson,1998,0,0,15,0,79,2,0
Lamar Smith,1998,20,1,457,1,36,2,0
Charlie Jones,1998,0,0,39,0,107,3,0
Lamar Thomas,1998,0,0,0,0,67,5,0
Terry Allen,1998,0,0,700,2,22,0,0
Billy Davis,1998,0,0,15,0,77,3,0
Warren Moon,1998,1632,11,10,0,0,0,0
Danny Kanell,1998,1603,11,36,0,0,0,0
Kimble Anders,1998,0,0,230,1,84,2,0
Courtney Hawkins,1998,0,0,41,0,108,1,0
Andre Rison,1998,0,0,12,0,92,5,0
Floyd Turner,1998,0,0,0,0,57,5,0
Sean Dawkins,1998,0,0,0,0,106,1,0
Ike Hilliard,1998,0,0,4,0,104,2,0
Charles Way,1998,0,0,432,3,40,1,0
Rob Johnson,1998,910,8,123,1,0,0,0
Billy Joe Tolliver,1998,1427,8,43,0,0,0,0
Thurman Thomas,1998,0,0,381,2,32,1,0
Tim Biakabutuka,1998,0,0,427,3,10,1,0
Larry Centers,1998,0,0,110,0,94,2,0
Bert Emanuel,1998,0,0,11,0,97,2,0
Harvey Williams,1998,27,0,496,2,39,0,0
June Henley,1998,0,0,313,3,45,0,0
Ernie Mills,1998,0,0,9,0,41,4,0
Bryan Still,1998,0,0,0,0,79,2,0
Irving Fryar,1998,0,0,46,0,112,2,0
Jeff Graham,1998,0,0,0,0,91,2,0
Dedric Ward,1998,0,0,7,0,59,4,0
John Avery,1998,0,0,503,2,15,1,0
Charlie Garner,1998,0,0,381,4,25,0,0
Jake Reed,1998,0,0,0,0,68,4,0
Jon Kitna,1998,1177,7,67,1,0,0,0
Steve Stenstrom,1998,1252,4,79,2,0,0,0
Tiki Barber,1998,0,0,166,0,59,3,0
Craig Whelihan,1998,1803,8,38,0,0,0,0
Aaron Craver,1998,0,0,180,2,47,2,0
Tyrone Davis,1998,0,0,0,0,29,7,0
Andre Hastings,1998,0,0,32,0,87,3,0
Brian Mitchell,1998,0,0,208,2,62,0,0
Yancey Thigpen,1998,0,0,0,0,83,3,0
Germane Crowell,1998,0,0,35,0,48,3,0
Amani Toomer,1998,0,0,0,0,53,5,0
Chris Warren,1998,0,0,291,4,16,1,0
Jay Riemersma,1998,0,0,0,0,33,6,0
Tony Simmons,1998,0,0,0,0,55,3,0
Willie Davis,1998,0,0,0,0,58,3,0
Darick Holmes,1998,0,0,394,1,24,0,0
Chris Penn,1998,0,0,0,0,62,3,0
Keith Poole,1998,0,0,0,0,51,2,0
Terry Kirby,1998,28,1,258,3,19,0,0
