Player,Season,Passing Yds,Passing Tds,Rushing Yds,Rushing Tds,Receiving Yds,Receiving Tds,VBD
Terrell Fletcher,1996,0,0,282,0,86,2,0
John Friesz,1996,1629,8,1,0,0,0,0
James Jett,1996,0,0,0,0,84,4,0
Mario Bates,1996,0,0,584,4,16,0,0
Willie Davis,1996,0,0,15,0,71,6,0
Steve McNair,1996,1197,6,169,2,0,0,0
Rick Mirer,1996,1546,5,191,2,0,0,0
Willie Green,1996,0,0,1,0,75,3,0
Sean Dawkins,1996,0,0,0,0,91,1,0
Ronnie Harmon,1996,0,0,131,1,59,2,0
Michael Timpson,1996,0,0,21,0,109,0,0
Leroy Hoard,1996,0,0,492,3,16,0,0
Errict Rhett,1996,0,0,539,3,4,1,0
Andre Rison,1996,0,0,0,0,90,3,0
Torrance Small,1996,0,0,51,1,89,2,0
Elvis Grbac,1996,1236,8,21,2,0,0,0
Charlie Jones,1996,0,0,0,0,75,4,0
Rashaan Salaam,1996,0,0,496,3,8,1,0
Terrell Owens,1996,0,0,0,0,58,4,0
Erric Pegram,1996,0,0,509,1,27,0,0
Leslie Shepherd,1996,0,0,96,2,45,3,0
Bobby Engram,1996,0,0,0,0,62,6,0
Fred Barnett,1996,0,0,0,0,63,3,0
Ray Zellars,1996,0,0,475,4,15,0,0
Willie Jackson,1996,0,0,2,0,42,3,0
Natrone Means,1996,0,0,507,2,9,1,0
Aaron Craver,1996,0,0,232,2,51,1,0
Brian Blades,1996,0,0,0,0,70,2,0
Amp Lee,1996,0,0,161,0,71,2,0
Tyrone Wheatley,1996,24,1,400,1,17,2,0
Craig Heyward,1996,0,0,321,3,19,0,0
Warren Moon,1996,1610,7,6,0,0,0,0
Eric Bieniemy,1996,0,0,269,2,46,0,0
David Dunn,1996,0,0,0,0,49,1,0
Randal Hill,1996,0,0,0,0,44,4,0
Irving Spikes,1996,0,0,316,3,11,1,0
Rickey Dudley,1996,0,0,0,0,70,4,0
Derek Loville,1996,0,0,229,2,26,2,0
Richie Anderson,1996,0,0,150,1,71,0,0
Eric Bjornson,1996,0,0,0,0,64,3,0
Robert Brooks,1996,0,0,2,0,41,4,0
Courtney Hawkins,1996,0,0,-13,0,94,1,0
Floyd Turner,1996,0,0,12,0,64,2,0
Steve Beuerlein,1996,879,8,17,0,0,0,0
Andre Coleman,1996,0,0,0,0,73,2,0
Michael Westbrook,1996,0,0,2,0,62,1,0
Harvey Williams,1996,18,1,431,0,29,0,0
Daryl Hobbs,1996,7,0,0,0,75,3,0
Webster Slaughter,1996,0,0,0,0,60,2,0
Robb Thomas,1996,0,0,0,0,53,2,0
William Floyd,1996,0,0,186,2,36,1,0
Sean LaChapelle,1996,0,0,0,0,48,2,0
Derek Russell,1996,0,0,0,0,59,2,0
Steve Tasker,1996,0,0,31,0,33,3,0
Charles Way,1996,0,0,79,1,45,1,0
Kevin Turner,1996,0,0,39,0,56,1,0
Eric Moulds,1996,0,0,44,0,37,2,0
Qadry Ismail,1996,0,0,0,0,44,3,0
Brent Jones,1996,0,0,0,0,48,1,0
Rodney Peete,1996,992,3,31,1,0,0,0
Tommy Vardell,1996,0,0,192,2,38,0,0
Reggie Brooks,1996,0,0,368,2,6,0,0
Rich Gannon,1996,491,6,81,0,0,0,0
Charlie Garner,1996,0,0,346,1,17,0,0
Marc Logan,1996,0,0,111,2,34,0,0
Stanley Pritchett,1996,0,0,27,0,50,2,0
Dave Meggett,1996,0,0,122,0,57,0,0
Muhsin Muhammad,1996,0,0,-1,0,49,1,0
Neil O'Donnell,1996,1147,4,30,0,0,0,0
Lonnie Johnson,1996,0,0,0,0,79,0,0
Brian Mitchell,1996,0,0,193,0,40,0,0
Joe Aska,1996,0,0,326,1,12,0,0
Jason Dunn,1996,0,0,0,0,31,2,0
J.J. Birden,1996,0,0,0,0,61,2,0
Keith Byars,1996,0,0,2,0,48,2,0
Sam Gash,1996,0,0,15,0,44,2,0
Leeland McElroy,1996,0,0,305,1,10,1,0
Ricky Proehl,1996,0,0,0,0,48,2,0
Paul Justin,1996,839,2,7,0,0,0,0
Kelvin Martin,1996,0,0,0,0,44,1,0
Dave Moore,1996,0,0,0,0,43,3,0
Lamont Warren,1996,0,0,230,1,34,0,0
Craig Erickson,1996,780,4,16,0,0,0,0
Jackie Harris,1996,0,0,0,0,60,1,0
Sean Salisbury,1996,984,5,14,0,0,0,0
Mike Pritchard,1996,0,0,13,0,63,1,0
Tyrone Brown,1996,0,0,0,0,55,1,0
Pat Carter,1996,0,0,0,0,33,1,0
William Henderson,1996,0,0,130,0,33,1,0
Kevin Williams,1996,0,0,11,0,51,1,0
Marcus Dowdell,1996,0,0,0,0,41,2,0
Haywood Jeffires,1996,0,0,0,0,31,3,0
Mark Chmura,1996,0,0,0,0,48,0,0
Daryl Johnston,1996,0,0,48,0,55,1,0
Todd Collins,1996,739,4,43,0,0,0,0
Anthony Edwards,1996,0,0,-8,0,50,1,0
Rod Smith,1996,0,0,1,0,28,2,0
Yancey Thigpen,1996,0,0,0,0,25,2,0
Troy Drayton,1996,0,0,0,0,39,0,0
Jeff George,1996,698,3,10,0,0,0,0
Rocket Ismail,1996,0,0,80,1,33,0,0
Lorenzo Neal,1996,0,0,58,1,42,1,0
Winslow Oliver,1996,0,0,183,0,22,0,0
Tamarick Vanover,1996,0,0,6,0,45,1,0
Billy Joe Hobert,1996,667,4,13,0,0,0,0
Rodney Thomas,1996,0,0,151,1,17,0,0
Robert Green,1996,0,0,249,0,24,0,0
Howard Griffith,1996,0,0,7,1,48,1,0
Alvin Harper,1996,0,0,0,0,46,1,0
Alfred Pupunu,1996,0,0,0,0,35,1,0
Aaron Bailey,1996,0,0,0,0,36,0,0
Erik Kramer,1996,781,3,4,0,0,0,0
Don Majkowski,1996,554,3,38,0,0,0,0
Zack Crockett,1996,0,0,164,0,15,1,0
Jerry Ellison,1996,0,0,106,0,25,0,0
Jerris McPhail,1996,0,0,28,0,29,0,0
Sherman Williams,1996,0,0,269,0,11,0,0
Tony Carter,1996,0,0,43,0,59,0,0
Desmond Howard,1996,0,0,0,0,23,0,0
Terry Mickens,1996,0,0,0,0,32,2,0
Ryan Wetnight,1996,0,0,0,0,42,1,0
Christian Fauria,1996,0,0,0,0,30,1,0
Todd McNair,1996,0,0,32,0,28,1,0
Aaron Pierce,1996,0,0,1,1,18,1,0
Roell Preston,1996,0,0,0,0,31,1,0
Carlester Crumpler,1996,0,0,0,0,39,0,0
Stephen Davis,1996,0,0,139,2,0,0,0
Karl Williams,1996,0,0,-3,0,45,0,0
Clif Groce,1996,0,0,184,0,32,0,0
Vaughn Hebron,1996,0,0,262,0,11,0,0
Reggie Johnson,1996,0,0,0,0,33,1,0
Bernie Parmalee,1996,0,0,80,0,27,0,0
Mike Sherrard,1996,0,0,0,0,28,1,0
Brian Stablein,1996,0,0,0,0,35,1,0
J.J. Stokes,1996,0,0,0,0,39,0,0
Howard Cross,1996,0,0,0,0,45,1,0
Lee DeRamus,1996,0,0,2,0,42,1,0
Danan Hughes,1996,30,0,0,0,33,1,0
Mark Seay,1996,0,0,0,0,36,0,0
Tim Biakabutuka,1996,0,0,229,0,0,0,0
Lawrence Dawsey,1996,0,0,0,0,43,0,0
Lamar Thomas,1996,0,0,0,0,23,1,0
Herschel Walker,1996,0,0,83,1,10,0,0
Bill Brooks,1996,0,0,0,0,32,0,0
Troy Brown,1996,0,0,0,0,27,0,0
Glenn Foley,1996,559,3,40,0,0,0,0
Jermaine Ross,1996,0,0,3,1,28,0,0
Malcolm Floyd,1996,0,0,0,0,22,1,0
Scott Galbraith,1996,0,0,0,0,10,2,0
Eric Green,1996,0,0,0,0,24,1,0
Ricky Whittle,1996,0,0,52,0,34,0,0
Kyle Brady,1996,0,0,0,0,31,1,0
Greg Robinson,1996,0,0,134,1,2,0,0
Donnell Bennett,1996,0,0,166,0,14,0,0
Scottie Graham,1996,0,0,138,0,9,0,0
Henry Lusk,1996,0,0,0,0,48,0,0
Deems May,1996,0,0,0,0,30,0,0
Tony Cline,1996,0,0,0,0,29,1,0
Aaron Hayden,1996,0,0,166,0,4,0,0
Anthony Lynn,1996,0,0,164,0,4,0,0
Ernie Mills,1996,0,0,24,0,21,1,0
Scott Miller,1996,0,0,0,0,16,0,0
Alex Van Dyke,1996,0,0,0,0,43,1,0
Steve Broussard,1996,0,0,106,1,9,0,0
Reggie Cobb,1996,0,0,85,1,4,0,0
Marrio Grier,1996,0,0,105,1,1,0,0
Earnest Hunter,1996,0,0,44,0,23,0,0
Jamie Martin,1996,241,3,14,0,0,0,0
Shane Matthews,1996,158,1,2,1,0,0,0
Derrick Mayes,1996,0,0,0,0,9,2,0
Jeff Brohm,1996,189,1,43,0,0,0,0
Mark Bruener,1996,0,0,0,0,24,0,0
Ernie Conwell,1996,0,0,0,0,23,0,0
Charles Evans,1996,0,0,29,0,25,0,0
Carwell Gardner,1996,0,0,108,0,10,0,0
Andrew Glover,1996,0,0,0,0,14,1,0
Jeff Cothran,1996,0,0,44,1,10,0,0
Andrew Jordan,1996,0,0,0,0,31,0,0
Charles Jordan,1996,0,0,0,0,13,0,0
Pete Metzelaars,1996,0,0,0,0,25,0,0
Marcus Pollard,1996,0,0,0,0,12,1,0
Kenny Shedd,1996,0,0,0,0,11,1,0
Iheanyi Uwaezuoke,1996,0,0,0,0,13,1,0
Calvin Williams,1996,0,0,0,0,23,1,0
Derek Brown,1996,0,0,30,0,20,0,0
Lake Dawson,1996,0,0,0,0,10,1,0
Tony Johnson,1996,0,0,0,0,11,1,0
Johnny McWilliams,1996,0,0,0,0,9,1,0
Cedric Smith,1996,0,0,15,1,3,1,0
Irv Smith,1996,0,0,0,0,23,0,0
Freddie Bradley,1996,0,0,109,0,2,0,0
Terry Guess,1996,0,0,-4,0,7,1,0
Jimmie Johnson,1996,0,0,0,0,12,0,0
Bernie Kosar,1996,208,1,6,0,0,0,0
Tim Lester,1996,0,0,20,1,14,0,0
Freddie Solomon,1996,0,0,0,0,16,0,0
Derrick Walker,1996,0,0,0,0,21,1,0
Danny Kanell,1996,227,1,6,0,0,0,0
Aaron Laing,1996,0,0,0,0,24,0,0
Bryan Still,1996,0,0,0,0,19,0,0
Chris Walsh,1996,0,0,0,0,9,1,0
Fred Baxter,1996,0,0,0,0,16,0,0
Chris Brantley,1996,0,0,0,0,8,1,0
Brett Carolan,1996,0,0,0,0,5,1,0
Byron Chamberlain,1996,0,0,0,0,17,0,0
Brian Milne,1996,0,0,22,1,4,0,0
Doug Nussmeier,1996,272,1,6,0,0,0,0
Ron Rivers,1996,0,0,86,0,2,0,0
Brian Roche,1996,0,0,0,0,17,0,0
Amani Toomer,1996,0,0,0,0,10,0,0
Vince Workman,1996,0,0,70,0,4,0,0
Jermaine Lewis,1996,0,0,-3,0,12,1,0
Dino Philyaw,1996,0,0,38,1,0,0,0
Derrick Witherspoon,1996,0,0,0,0,0,0,0
Kevin Alexander,1996,0,0,0,0,10,0,0
Dwayne Carswell,1996,0,0,0,0,25,0,0
Gary Downs,1996,0,0,94,0,5,0,0
David Frisch,1996,0,0,0,0,4,1,0
Paul Green,1996,0,0,0,0,11,0,0
Mercury Hayes,1996,0,0,7,0,10,0,0
Michael Hicks,1996,0,0,92,0,1,0,0
Bobby Neely,1996,0,0,0,0,13,0,0
David Palmer,1996,0,0,9,0,11,0,0
Tony Richardson,1996,0,0,10,0,2,1,0
Mack Strong,1996,0,0,8,0,13,0,0
Ed West,1996,0,0,0,0,12,0,0
Ronnie Williams,1996,0,0,0,0,5,1,0
Marco Battaglia,1996,0,0,0,0,14,0,0
Keith Cash,1996,0,0,0,0,33,0,0
Keith Elias,1996,0,0,24,0,11,0,0
Mitch Lyons,1996,0,0,0,0,4,1,0
Le'Shai Maston,1996,0,0,22,0,11,0,0
Freddie Scott,1996,0,0,0,0,10,0,0
Jon Witman,1996,0,0,69,0,3,0,0
Kerwin Bell,1996,75,1,-1,0,0,0,0
Dexter Carter,1996,0,0,66,1,1,0,0
Scott Greene,1996,0,0,0,0,2,1,0
James Hundon,1996,0,0,0,0,7,1,0
Travis Jervey,1996,0,0,106,0,0,0,0
David Klingler,1996,87,0,36,0,0,0,0
James McKnight,1996,0,0,0,0,3,0,0
Mark Rypien,1996,76,1,0,0,0,0,0
Robert Wilson,1996,0,0,0,0,2,1,0
Stevie Anderson,1996,0,0,0,0,9,0,0
Henry Bailey,1996,0,0,-4,0,8,0,0
Mike Dulaney,1996,0,0,0,0,1,1,0
Hason Graham,1996,0,0,0,0,11,0,0
Keith Jennings,1996,0,0,0,0,8,0,0
Brian Kozlowski,1996,0,0,0,0,1,1,0
Shannon Mitchell,1996,0,0,0,0,21,0,0
Leroy Thompson,1996,0,0,25,0,14,0,0
Erik Wilhelm,1996,90,1,24,0,0,0,0
Jahine Arnold,1996,0,0,-3,0,17,0,0
Hayward Clay,1996,0,0,0,0,6,0,0
Russell Copeland,1996,0,0,0,0,19,0,0
Rich Griffith,1996,0,0,0,0,8,0,0
Roderick Lewis,1996,0,0,0,0,10,0,0
Jim Miller,1996,123,0,-4,0,0,0,0
Jerald Moore,1996,0,0,32,0,7,0,0
David Sloan,1996,0,0,0,0,10,0,0
J.T. Thomas,1996,0,0,-1,0,22,0,0
Jeff Thomason,1996,0,0,0,0,4,0,0
Gino Torretta,1996,41,1,12,0,0,0,0
Steve Walsh,1996,344,0,10,0,0,0,0
Eric Zeier,1996,97,1,8,0,0,0,0
Michael Bates,1996,0,0,0,0,0,0,0
Kirk Botkin,1996,0,0,0,0,8,0,0
Kerry Cash,1996,0,0,0,0,7,0,0
Joe Horn,1996,0,0,8,0,9,0,0
Jeff Lewis,1996,58,0,39,0,0,0,0
Aubrey Matthews,1996,0,0,0,0,10,0,0
Fred McAfee,1996,0,0,17,0,6,0,0
Will Moore,1996,0,0,0,0,5,0,0
Greg DeLong,1996,0,0,0,0,20,0,0
Ronnie Harris,1996,0,0,0,0,2,0,0
Mark Ingram,1996,0,0,0,0,11,0,0
Marvin Marshall,1996,0,0,0,0,2,0,0
Brian Saxton,1996,0,0,0,0,11,0,0
Tim Tindale,1996,0,0,49,0,3,0,0
Stepfret Williams,1996,0,0,0,0,1,0,0
William Bell,1996,0,0,0,0,5,0,0
Harold Bishop,1996,0,0,0,0,4,0,0
Larry Bowie,1996,0,0,0,0,4,0,0
John Burke,1996,0,0,0,0,3,0,0
Jerone Davison,1996,0,0,0,0,5,0,0
'Omar Ellison,1996,0,0,0,0,11,0,0
Ray Ethridge,1996,0,0,0,0,6,0,0
Jason Garrett,1996,44,0,0,0,0,0,0
Hunter Goodwin,1996,0,0,0,0,2,0,0
Derrick Harris,1996,0,0,5,0,6,0,0
Richard Huntley,1996,0,0,8,0,1,0,0
Jack Jackson,1996,0,0,0,0,10,0,0
Sean Manuel,1996,0,0,0,0,5,0,0
Johnny Mitchell,1996,0,0,0,0,2,0,0
Terry Richardson,1996,0,0,17,0,0,0,0
Troy Sadowski,1996,0,0,0,0,6,0,0
Mark Stock,1996,0,0,0,0,4,0,0
Dwight Stone,1996,0,0,6,0,3,0,0
Sheddrick Wilson,1996,0,0,0,0,3,0,0
Wade Wilson,1996,79,0,5,0,0,0,0
Alexander Wright,1996,0,0,0,0,5,0,0
Tyji Armstrong,1996,0,0,0,0,7,0,0
Victor Bailey,1996,0,0,0,0,3,0,0
Jason Bratton,1996,0,0,8,0,0,0,0
Mike Caldwell,1996,0,0,0,0,3,0,0
Rob Coons,1996,0,0,0,0,1,0,0
Tyrone Davis,1996,0,0,0,0,4,0,0
Chris Doering,1996,0,0,0,0,1,0,0
Omar Douglas,1996,0,0,0,0,1,0,0
Oscar Gray,1996,0,0,4,0,3,0,0
Tim Hall,1996,0,0,7,0,0,0,0
Ty Hallock,1996,0,0,0,0,1,0,0
Jonathan Hayes,1996,0,0,0,0,6,0,0
Corey Holliday,1996,0,0,0,0,4,0,0
Dietrich Jells,1996,0,0,0,0,5,0,0
James Jenkins,1996,0,0,0,0,1,0,0
Jim McMahon,1996,39,0,-1,0,0,0,0
Bill Musgrave,1996,276,0,-4,0,0,0,0
Derek Price,1996,0,0,0,0,5,0,0
Reggie Rivers,1996,0,0,6,0,1,0,0
Nate Singleton,1996,0,0,0,0,1,0,0
Steve Stenstrom,1996,37,0,0,0,0,0,0
Jay Walker,1996,31,0,0,0,0,0,0
Derek Ware,1996,0,0,0,0,1,0,0
Flipper Anderson,1996,0,0,0,0,0,0,0
Mike Archie,1996,0,0,0,0,0,0,0
Reggie Barlow,1996,0,0,0,0,1,0,0
Carey Bender,1996,0,0,0,0,0,0,0
Kevin Bouie,1996,0,0,0,0,0,0,0
Vincent Brisby,1996,0,0,0,0,4,0,0
Steve Brooks,1996,0,0,0,0,0,0,0
Reggie Brown,1996,0,0,0,0,0,0,0
Kendricke Bullard,1996,0,0,0,0,0,0,0
Ryan Christopherson,1996,0,0,0,0,0,0,0
Keith Crawford,1996,0,0,0,0,0,0,0
Lou D'Agostino,1996,0,0,0,0,0,0,0
Kirby Dar Dar,1996,0,0,0,0,0,0,0
Billy Davis,1996,0,0,0,0,2,0,0
John Farquhar,1996,0,0,0,0,0,0,0
Stan Gelbaugh,1996,0,0,0,0,0,0,0
Roger Graham,1996,0,0,0,0,0,0,0
Mark Harris,1996,0,0,0,0,0,0,0
Frank Hartley,1996,0,0,0,0,0,0,0
Jarius Hayes,1996,0,0,0,0,0,0,0
Chris Hetherington,1996,0,0,0,0,0,0,0
Jeff Hill,1996,0,0,0,0,4,0,0
Marcus Hinton,1996,0,0,0,0,0,0,0
Marcus Holliday,1996,0,0,0,0,0,0,0
Dou Innocent,1996,0,0,0,0,0,0,0
John Jackson,1996,0,0,0,0,0,0,0
Patrick Jeffers,1996,0,0,0,0,2,0,0
Rob Johnson,1996,0,0,0,0,0,0,0
Tracy Johnson,1996,0,0,0,0,0,0,0
Calvin Jones,1996,0,0,0,0,0,0,0
Kevin Jordan,1996,0,0,0,0,0,0,0
Kevin Lee,1996,0,0,0,0,0,0,0
Ray Lucas,1996,0,0,0,0,0,0,0
Arthur Marshall,1996,0,0,0,0,0,0,0
Curtis Marsh,1996,0,0,0,0,0,0,0
Sherriden May,1996,0,0,0,0,0,0,0
Oscar McBride,1996,0,0,0,0,0,0,0
Kez McCorvey,1996,0,0,0,0,0,0,0
James McKeehan,1996,0,0,0,0,0,0,0
Arnold Mickens,1996,0,0,0,0,0,0,0
Scott Milanovich,1996,9,0,0,0,0,0,0
Ronald Moore,1996,0,0,1,0,0,0,0
Anthony Morgan,1996,0,0,0,0,0,0,0
Harold Morrow,1996,0,0,0,0,0,0,0
Browning Nagle,1996,59,1,0,0,0,0,0
Bobby Olive,1996,0,0,0,0,0,0,0
Doug Pederson,1996,0,0,0,0,0,0,0
Lovett Purnell,1996,0,0,0,0,0,0,0
Walter Rasby,1996,0,0,0,0,0,0,0
Walter Reeves,1996,0,0,0,0,3,0,0
Phillip Riley,1996,0,0,0,0,0,0,0
Michael Roan,1996,0,0,0,0,1,0,0
James Roe,1996,0,0,0,0,0,0,0
Dominique Ross,1996,0,0,0,0,0,0,0
Larry Ryans,1996,0,0,0,0,0,0,0
Brian Satterfield,1996,0,0,0,0,0,0,0
Cory Schlesinger,1996,0,0,0,0,0,0,0
Heath Shuler,1996,0,0,0,0,0,0,0
Nilo Silvan,1996,0,0,0,0,0,0,0
Scott Slutzker,1996,0,0,0,0,0,0,0
Detron Smith,1996,0,0,0,0,0,0,0
Kevin Smith,1996,0,0,0,0,0,0,0
Robert Staten,1996,0,0,0,0,0,0,0
Eric Stocz,1996,0,0,0,0,0,0,0
Willy Tate,1996,0,0,0,0,0,0,0
Olanda Truitt,1996,0,0,0,0,0,0,0
Alex Van Pelt,1996,9,0,-5,0,0,0,0
Adam Walker,1996,0,0,0,0,0,0,0
Robert Walker,1996,0,0,0,0,0,0,0
Billy Williams,1996,0,0,0,0,0,0,0
Moe Williams,1996,0,0,0,0,0,0,0
Tydus Winans,1996,0,0,0,0,0,0,0
Scott Zolak,1996,5,0,-3,0,0,0,0
Adrian Cooper,1996,0,0,0,0,2,0,0
Casey Weldon,1996,76,0,-1,0,0,0,0
Randy Baldwin,1996,0,0,0,0,0,0,0
Bobby Hoying,1996,0,0,0,0,0,0,0
Randy Jordan,1996,0,0,0,0,0,0,0
Eric Lynch,1996,0,0,2,0,0,0,0
Ryan Terry,1996,0,0,0,0,1,0,0
Todd Kinchen,1996,0,0,0,0,1,0,0
Barry Sanders,1997,0,0,2053,11,50,3,186
Terrell Davis,1997,0,0,1750,15,58,0,170
Dorsey Levens,1997,0,0,1435,7,67,5,120
Brett Favre,1997,3867,35,187,1,0,0,96
Rob Moore,1997,0,0,0,0,208,8,95
Kordell Stewart,1997,3020,21,476,11,0,0,93
Jerome Bettis,1997,0,0,1665,7,24,2,91
Antonio Freeman,1997,0,0,14,0,137,12,82
Napoleon Kaufman,1997,0,0,1294,6,50,2,80
Karim Abdul-Jabbar,1997,0,0,892,15,49,1,77
Rod Smith,1997,0,0,16,0,131,12,76
Cris Carter,1997,0,0,0,0,158,13,75
Jeff George,1997,3917,29,44,0,1,0,70
Yancey Thigpen,1997,0,0,3,0,149,7,70
Joey Galloway,1997,0,0,72,0,147,12,70
Corey Dillon,1997,0,0,1129,10,33,0,69
Shannon Sharpe,1997,0,0,0,0,114,3,69
Herman Moore,1997,0,0,0,0,170,8,66
Marshall Faulk,1997,0,0,1054,7,73,1,64
Ricky Watters,1997,0,0,1110,7,73,0,63
John Elway,1997,3635,27,218,1,0,0,60
Ben Coates,1997,0,0,0,0,98,8,60
Steve McNair,1997,2665,14,674,8,0,0,59
Tim Brown,1997,0,0,19,0,162,5,59
Rickey Dudley,1997,0,0,0,0,91,7,59
Robert Smith,1997,0,0,1266,6,44,1,58
Michael Irvin,1997,0,0,0,0,157,9,58
Jamal Anderson,1997,27,1,1002,7,37,3,57
Irving Fryar,1997,0,0,0,0,153,6,54
Eddie George,1997,0,0,1399,6,12,1,52
Warrick Dunn,1997,0,0,978,4,56,3,50
Drew Bledsoe,1997,3706,28,55,0,0,0,49
Wesley Walls,1997,0,0,0,0,97,6,49
Raymont Harris,1997,0,0,1033,10,41,0,45
Jimmy Smith,1997,0,0,0,0,152,4,43
Curtis Martin,1997,0,0,1160,4,51,1,41
Mark Brunell,1997,3281,18,257,2,0,0,40
Derrick Alexander,1997,0,0,0,0,124,9,39
Frank Wycheck,1997,0,0,0,0,99,4,39
Steve Young,1997,3029,19,199,3,0,0,38
Andre Rison,1997,0,0,2,0,151,7,38
Bert Emanuel,1997,0,0,0,0,140,9,37
Jake Reed,1997,0,0,0,0,118,6,36
James Jett,1997,0,0,0,0,101,12,35
Warren Moon,1997,3678,25,40,1,0,0,34
Keenan McCardell,1997,0,0,0,0,129,5,33
Johnnie Morton,1997,0,0,33,0,148,6,31
Robert Brooks,1997,0,0,19,0,118,7,31
Terrell Owens,1997,0,0,0,0,103,8,28
Adrian Murrell,1997,0,0,1086,7,41,0,27
Eric Green,1997,0,0,0,0,100,5,26
Garrison Hearst,1997,0,0,1019,4,27,2,25
Emmitt Smith,1997,0,0,1074,4,48,0,25
Chris Calloway,1997,0,0,-1,0,98,8,19
Brad Johnson,1997,3036,20,139,0,1,1,18
Troy Drayton,1997,0,0,0,0,50,4,18
Tony McGee,1997,0,0,0,0,53,6,17
Antowain Smith,1997,0,0,840,8,47,0,14
Mark Chmura,1997,0,0,0,0,56,6,14
James Stewart,1997,0,0,555,8,49,1,13
Keyshawn Johnson,1997,0,0,0,0,135,5,13
Tony Martin,1997,0,0,0,0,146,6,13
Marvin Harrison,1997,0,0,-7,0,117,6,12
Natrone Means,1997,0,0,823,9,20,0,11
Frank Sanders,1997,26,0,5,0,143,4,9
Scott Mitchell,1997,3484,19,83,1,0,0,6
Mike Alstott,1997,0,0,665,7,33,3,6
Terance Mathis,1997,0,0,35,0,109,6,6
Andre Reed,1997,0,0,11,0,114,5,5
Ricky Proehl,1997,0,0,0,0,105,7,4
Chris Warren,1997,0,0,847,4,54,0,2
Quinn Early,1997,0,0,0,0,122,5,2
Ernie Conwell,1997,0,0,0,0,60,4,2
Freddie Jones,1997,0,0,0,0,69,2,1
Troy Aikman,1997,3283,19,79,0,0,0,0
Dan Marino,1997,3780,16,-14,0,0,0,0
Chris Chandler,1997,2692,20,158,0,0,0,0
Trent Dilfer,1997,2555,21,99,1,0,0,0
Vinny Testaverde,1997,2971,18,138,0,1,0,0
Tony Banks,1997,3254,14,186,1,0,0,0
Gus Frerotte,1997,2682,17,65,2,0,0,0
Neil O'Donnell,1997,2796,17,36,1,0,0,0
Erik Kramer,1997,3011,14,83,2,0,0,0
Jake Plummer,1997,2203,15,216,2,1,0,0
Elvis Grbac,1997,1943,11,168,1,0,0,0
Jeff Blake,1997,2125,8,234,3,0,0,0
Jim Harbaugh,1997,2060,10,206,0,0,0,0
Marcus Allen,1997,15,2,505,11,14,0,0
Gary Brown,1997,0,0,945,4,30,0,0
Charles Way,1997,0,0,698,4,51,1,0
Terry Kirby,1997,0,0,418,6,34,1,0
Fred Lane,1997,0,0,809,7,13,0,0
Terry Allen,1997,0,0,724,4,29,1,0
Todd Collins,1997,2367,12,77,0,0,0,0
Lawrence Phillips,1997,0,0,677,8,19,0,0
Michael Jackson,1997,0,0,0,0,137,4,0
Bam Morris,1997,0,0,774,4,38,0,0
Isaac Bruce,1997,0,0,0,0,119,5,0
Amp Lee,1997,0,0,104,0,93,3,0
Jermaine Lewis,1997,0,0,35,0,70,6,0
Darnay Scott,1997,0,0,6,0,97,5,0
Boomer Esiason,1997,1478,13,11,0,0,0,0
Ed McCaffrey,1997,0,0,0,0,85,8,0
Andre Hastings,1997,0,0,35,0,118,5,0
O.J. McDuffie,1997,0,0,0,0,118,1,0
Tiki Barber,1997,0,0,511,3,54,1,0
Ki-Jana Carter,1997,0,0,464,7,31,0,0
Wayne Chrebet,1997,0,0,0,0,102,3,0
James McKnight,1997,0,0,0,0,64,6,0
Ray Zellars,1997,0,0,552,4,43,0,0
Kimble Anders,1997,0,0,397,0,72,2,0
Carl Pickens,1997,0,0,-6,0,95,5,0
J.J. Stokes,1997,0,0,0,0,80,4,0
Mike Pritchard,1997,0,0,14,0,115,2,0
Tyrone Wheatley,1997,0,0,583,4,25,0,0
Troy Brown,1997,0,0,-18,0,69,6,0
Shawn Jefferson,1997,0,0,0,0,93,2,0
Kerry Collins,1997,2124,11,65,1,0,0,0
Charlie Garner,1997,0,0,547,3,34,0,0
Bobby Hoying,1997,1573,11,78,0,0,0,0
Steve Broussard,1997,0,0,418,5,30,1,0
Sean Dawkins,1997,0,0,0,0,111,2,0
Danny Kanell,1997,1740,11,2,0,0,0,0
Randal Hill,1997,0,0,11,0,95,2,0
Leslie Shepherd,1997,0,0,27,0,68,5,0
Ty Detmer,1997,1567,7,46,1,0,0,0
Anthony Miller,1997,0,0,6,0,98,4,0
Thurman Thomas,1997,0,0,643,1,43,0,0
Stephen Davis,1997,0,0,567,3,24,0,0
Willie Davis,1997,22,1,0,0,89,4,0
Rich Gannon,1997,1144,7,109,2,0,0,0
Larry Centers,1997,0,0,276,1,75,1,0
Eric Metcalf,1997,0,0,-5,0,77,2,0
Reidel Anthony,1997,0,0,84,0,79,4,0
Rae Carruth,1997,0,0,23,0,81,4,0
Brian Mitchell,1997,0,0,107,1,50,1,0
William Floyd,1997,0,0,231,3,54,1,0
Courtney Hawkins,1997,0,0,17,0,69,3,0
Karl Williams,1997,0,0,5,0,55,4,0
Chris Penn,1997,0,0,-1,0,110,3,0
Mario Bates,1997,21,1,440,4,11,0,0
Larry Bowie,1997,0,0,100,2,40,2,0
Henry Ellard,1997,0,0,0,0,65,4,0
Kent Graham,1997,1408,4,23,2,0,0,0
